Bleh	CD4.positive..alpha.beta.T.cell	CD14.positive..CD16.negative.classical.monocyte	mature.neutrophil	cytotoxic.CD56.dim.natural.killer.cell	memory.B.cell	CD38.negative.naive.B.cell	macrophage	memory.CD4.positive.alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
PPP2R5C	13.162947	4.415983	6.420262	13.940875	5.731343	8.27096	3.858731	13.541043	15.64546
LCMT1	1.267081	1.177378	1.131868	1.315211	1.285171	1.146939	1.371237	1.4625	1.37811
DGCR2	1.431818	1.388393	2.985812	1.3	1.283537	1.316691	1.169664	1.364486	1.34026
YY2	0.907407	0.857143	0.75974	0.853448	0.877828	0.906465	0.85	0.854981	0.847007
PPCS	1.86858	2.166974	1.610256	2.123094	2.69125	2.444938	3.419655	2.203329	2.274075
H2AFY2	0.956522	0.898734	0.71158	0.873314	0.787004	0.637961	1.066986	0.944262	0.958292
NAMPT	1.413043	42.831516	153.642807	1.064103	1.235602	1.308642	1.406219	1.363437	1.124402
SLC14A1	1.0	0.773333	0.552604	1.070796	0.992126	0.956012	0.692308	0.961672	1.0
SNORD89	144.557266	0.118155	29.407534	0.615876	212.802109	162.299957	0.367126	234.144455	0.388646
PRORSD1P	0.967164	0.859155	1.0	0.976271	0.935294	0.962406	0.764706	0.958333	0.950355
SVIL	1.278481	1.315789	4.577648	1.060241	0.740426	0.8384	0.960699	1.145038	1.014493
NDUFB10	1.769784	2.750717	1.391304	3.018577	3.360172	2.04372	3.606417	3.986444	4.043631
MFSD4B	0.990991	0.962189	0.990363	0.966387	1.0	1.025111	0.987342	0.94583	0.967273
KCNA3	2.785979	1.094253	0.797512	1.051724	1.158879	1.368421	0.826775	2.608392	2.135805
NOL4L	1.283582	1.021953	1.309735	1.182068	0.928962	0.886878	0.891089	1.185567	1.108931
MFSD4A	0.947761	0.693878	0.703738	0.865497	0.920974	0.970874	0.894861	0.805654	0.88011
SUSD6	1.133333	1.852847	5.081288	1.342723	1.321375	1.561354	1.314449	1.272727	1.211268
OPTN	1.906173	0.96063	0.890244	2.966608	1.146667	1.034783	2.409134	3.618292	3.630129
JMJD6	1.204696	1.61211	2.919158	1.304878	1.2103	1.076087	1.117647	1.460993	1.393939
JMJD7	1.076415	1.012422	1.032967	1.003484	0.962128	0.917293	0.979167	1.009019	1.005464
JMJD4	1.08	1.0	0.94081	1.1	1.124246	1.196141	1.045939	1.089202	1.118644
DNAJC9-AS1	0.969925	0.822269	0.879581	0.919149	0.940092	0.965116	0.892562	0.937705	0.932515
ZHX2	1.194805	0.948097	1.241758	1.105802	1.302781	1.396825	0.916667	1.12963	1.145925
ZHX3	0.993377	0.969697	0.817956	0.972067	0.95288	1.173709	0.96683	0.956584	0.960393
JMJD8	1.144444	1.170984	0.994845	1.231317	1.256757	1.181818	1.25	1.234568	1.227586
ZHX1	1.263158	1.145038	1.078067	1.220339	1.114167	1.148649	1.266667	1.210997	1.173709
SYCE3	0.589174	0.834286	0.938967	0.626755	0.292271	0.838235	0.792237	0.635178	0.398248
IRGM	0.94794	0.559866	0.906752	0.933884	0.838323	0.874029	0.616408	0.962406	0.93617
MCCC1	1.260417	1.131579	1.021277	1.104167	1.302326	1.219048	1.247788	1.212389	1.186795
ZNF787	1.0	1.290323	1.44	1.172321	1.263736	1.126904	1.150685	1.066667	1.084211
FAM106A	0.91	0.884531	0.930233	0.825911	0.768415	0.745846	0.815789	0.860759	0.806433
ACACA	1.114094	1.027397	0.933962	1.048889	1.083544	1.129351	1.055961	1.010638	1.051852
ACACB	1.129771	0.984127	1.001614	0.939759	1.048017	1.166453	0.92437	1.026237	1.009615
CCDC30	0.951456	0.916416	1.098373	0.930251	0.924925	0.961355	0.890677	0.910345	0.916033
SIN3B	1.41958	1.445087	1.389581	1.032581	1.347368	1.402844	1.063584	1.068493	1.09697
SLFN11	1.070064	1.95023	1.020942	1.09697	1.197802	1.049383	1.667778	1.286713	1.510204
CCDC34	0.926045	0.782353	0.783784	0.934673	0.901786	0.90184	0.941748	0.965035	0.932127
SLFN13	1.207792	1.004444	0.98629	1.906173	0.978261	0.98787	0.982456	1.078534	1.199178
APPL1	1.311258	1.368689	1.10989	1.264706	2.109162	3.127745	1.422474	1.273885	1.275421
APPL2	1.748503	1.181287	2.396013	1.27027	1.292929	1.538462	1.14	1.2103	1.293125
ZDHHC2	1.287397	1.142857	1.157407	1.184889	1.310811	1.388889	1.291667	1.290161	1.226337
PINK1-AS	1.0	0.951325	0.981818	0.988848	0.967626	0.989324	0.930556	0.982036	0.979866
ZNF789	1.191011	0.993464	1.035714	1.014925	1.053335	1.103704	0.995215	1.040984	1.005348
MEMO1	1.750569	1.782799	1.486911	1.506073	1.303167	1.290051	1.708042	1.393258	1.357143
SLC26A11	1.175439	1.075287	0.998325	1.049563	0.955158	0.971154	5.350585	1.279762	1.295775
TFAP4	1.14433	1.0	0.878049	1.0	1.08642	1.06015	0.915663	1.076923	1.040441
ZNF200	1.029126	0.952	1.670383	1.035043	0.960784	1.0	1.008902	0.997481	1.014364
CAPN15	1.075145	1.217978	0.951049	2.73815	1.273054	1.147139	1.055738	1.542552	1.78169
CAPN12	0.892045	0.864121	0.898396	1.24	1.194605	1.144068	0.805654	0.982456	0.992366
CAPN11	0.545781	0.547865	0.433251	0.518977	0.540355	0.634693	0.958491	0.704117	0.546701
CAPN10	1.37931	1.266103	1.191111	1.815287	1.539631	1.4	1.125874	1.941839	2.406479
TMEM185A	1.055072	1.012903	1.109543	1.15625	1.059497	1.046025	1.107843	1.037037	1.061404
SLC35D2	1.0837	1.225581	1.0	1.138216	1.108614	0.966443	1.312306	1.405339	1.362698
SLC35D1	1.092232	0.975207	0.928571	1.034826	0.988976	1.001208	0.987413	1.003174	1.033435
COX7B	1.608214	2.123094	1.427043	1.932266	1.684783	1.35	2.87272	2.15177	1.847754
HIBCH	1.131673	1.029851	1.089796	1.136095	1.159011	1.315068	1.211679	1.058824	1.059326
SARS2	1.114983	1.067797	0.854075	1.179724	1.168067	1.064407	1.029269	1.091892	1.148936
CYFIP1	0.899329	2.291787	0.875536	0.915825	1.004739	0.903869	7.409916	1.023697	0.941667
HS3ST2	0.163369	0.308234	0.436482	0.220462	0.542733	0.633759	1.331862	0.578865	0.542097
HS3ST1	0.377642	0.612528	0.437182	0.703265	0.863269	0.930612	0.816327	0.576425	0.692505
CYFIP2	11.375953	1.282759	4.083028	8.117525	8.505036	8.214677	1.0	7.154936	8.147888
RSRP1	15.705218	5.282297	12.743581	5.674919	7.459881	8.037652	3.072346	8.246249	6.830645
HYI	1.079365	0.942408	0.959293	0.994286	1.06383	0.974576	1.112426	1.091525	0.981481
PRAMENP	0.132163	0.343101	0.429484	0.22552	1.055556	0.861386	0.346744	0.591837	0.53799
MOB3B	0.796537	0.937931	0.955882	0.768631	1.054187	1.075287	0.948052	0.779541	0.79152
GUSBP5	0.986047	0.662133	0.864888	0.907216	0.982893	0.967985	0.580153	0.962286	0.981651
MPRIP	3.5	1.565611	1.272727	3.770931	3.641818	5.527674	1.330083	5.412165	4.697202
LOC105373818	0.646936	0.72619	0.424802	0.228016	0.54471	0.63256	1.0	0.58595	0.488705
GUSBP1	1.954603	1.151751	1.068182	1.851461	1.513158	1.999344	1.024793	1.276596	1.539631
GUSBP3	1.074534	0.961165	1.011173	0.993289	1.011765	1.13308	0.868762	0.955711	0.985507
GUSBP2	1.038835	0.876404	0.931373	1.004495	1.000597	1.05098	0.864121	0.979253	0.995528
C11orf95	0.873096	0.897369	0.788798	0.947368	0.970149	0.944724	0.790403	0.857143	0.921815
THUMPD1	4.46093	1.513405	1.525094	2.566852	2.200511	2.678799	1.411692	2.932486	3.163562
THUMPD3	1.28828	1.222222	1.062868	1.251462	1.144444	1.073545	1.258238	1.229167	1.282353
KYNU	0.765306	5.075707	1.02069	0.797688	1.790477	1.587669	5.232093	0.562889	0.803279
CHORDC1	2.150107	1.286486	1.157287	1.456693	1.37931	1.637586	1.192547	1.871212	1.748088
LHPP	1.069767	1.052209	1.007174	1.011494	1.323442	1.598214	1.055901	1.083333	1.032251
MLLT6	5.784343	1.37657	1.605295	5.799868	2.876651	2.844716	1.079545	4.697202	5.670162
UVRAG	1.24031	1.486911	1.40662	1.221053	2.752463	4.67742	1.190629	1.254284	1.209677
MLLT1	1.024793	1.093923	1.385417	1.011364	1.006444	1.0	0.981413	1.011236	1.0
MLLT3	4.75716	0.978543	0.882979	1.142857	0.905983	0.99435	0.968382	1.345291	1.205479
NUP188	1.28536	1.152542	0.970588	1.201149	1.31068	1.297857	1.290161	1.219512	1.257019
PARP12	3.106151	1.757506	2.58477	1.63656	3.869112	5.126774	2.183798	2.009093	2.037037
LOC101929125	0.979167	0.75401	0.448647	0.809447	0.548193	0.828149	0.7061	0.84097	0.915423
WDR36	1.3	1.090465	0.92437	1.129731	1.170068	1.261318	1.172414	1.145299	1.162304
COPG2	1.0	1.083871	1.027523	1.0	1.058333	1.014493	1.053004	1.045596	1.058252
PHOSPHO2	0.996721	0.85	0.937269	0.950673	0.981595	0.990909	0.860294	0.961749	0.978723
GLT8D1	1.348837	1.209581	1.184549	1.665205	1.292035	1.115619	1.382454	1.411359	1.628859
COPG1	2.115961	2.315825	2.515037	3.427121	1.754456	1.665205	6.694778	2.7974	3.138077
OR2T10	0.272958	0.306252	0.443399	0.24119	0.84507	0.93722	0.356519	0.615023	0.154476
LOC101929698	0.984217	0.369304	0.442071	0.852174	0.772277	0.580153	0.349176	0.887892	0.824586
PDZK1	0.744	0.73219	0.759259	0.926452	0.845167	0.795181	0.697047	0.795746	0.854902
ZNHIT3	2.185289	1.237579	1.277778	1.449438	1.586006	1.578107	1.345098	2.0	1.88356
ZNHIT2	0.948905	0.962687	1.022472	1.074074	1.029557	1.006623	0.971963	1.016575	1.070423
ZNHIT1	1.228315	1.525094	1.404621	2.008357	1.532742	1.253165	2.08298	1.892085	1.64486
WDR33	3.21	1.282817	1.328063	1.420765	1.841723	2.716567	1.187345	1.544554	1.642122
MRGPRF	0.305359	0.610802	0.387784	0.243909	0.538429	0.512148	1.055072	0.622319	0.139915
LY9	2.617002	0.897959	0.780008	1.501644	5.026893	3.549063	1.519582	3.36902	3.440359
GTPBP4	1.390625	1.267857	1.025546	1.184116	1.303893	1.339048	1.176841	1.252101	1.296875
GTPBP6	1.266667	1.26	0.96124	1.520286	1.477449	1.36036	1.186526	1.649122	1.557636
GTPBP1	1.669657	1.347826	5.507094	1.56982	2.801267	2.273246	1.054422	1.62993	1.565938
DMXL2	1.003021	9.992844	4.704747	0.931034	0.861647	0.874317	6.331969	0.976744	0.97
GTPBP3	1.025126	1.0	0.824561	1.056604	1.002825	1.010353	0.963755	1.011905	1.012552
GTPBP2	1.307018	1.664404	1.825511	1.373977	1.7319	1.664033	2.722845	1.340075	1.391304
GTPBP8	1.214774	1.045167	1.048101	1.174825	1.012821	1.010309	1.028571	1.154545	1.151304
BPNT1	1.032653	1.023891	0.95	1.132867	1.197368	1.016298	1.21547	1.061728	1.148649
CRIP1	5.225652	6.830645	1.067416	7.575649	13.469938	2.771877	1.550661	14.238282	10.286934
TNFRSF10A	1.357067	1.067308	0.952381	0.902439	1.289605	1.263158	1.171504	1.357576	1.152778
PARP10	2.055205	1.441294	1.730883	3.618292	2.264494	1.92613	1.20524	2.931119	3.358704
TRIM27	1.57971	1.380282	1.906794	1.459459	1.863902	1.478553	1.641026	1.312085	1.493115
BCL9	0.962617	0.905172	1.010124	0.928571	0.88866	0.91	0.844236	0.953405	0.922374
EPM2AIP1	1.25	1.248619	1.198953	1.088496	1.132097	1.213389	1.010309	1.176057	1.128079
TMEM92-AS1	0.550075	0.716648	0.987179	0.180741	0.530128	0.508351	0.763791	0.596918	0.120908
BCL6	0.995816	5.101897	14.238282	1.006494	0.984421	1.120452	1.473016	0.95935	0.991071
BCL2	5.549792	0.950495	0.948905	1.171975	3.245933	2.987524	1.0	4.940282	1.587669
ZNF282	0.995694	1.05	1.111757	1.094077	1.006211	1.022026	1.016667	1.026706	1.047619
TMEM88	0.86385	1.007462	1.269885	0.809524	0.926152	0.90625	0.769608	0.842105	0.78453
PLK1	0.831909	0.838095	0.972112	0.882909	0.893795	0.87011	0.957668	0.858639	0.854839
NPEPL1	1.285714	1.812615	1.984938	1.129351	1.092885	1.087339	1.272727	1.188679	1.131429
PLK2	0.975105	1.194181	1.203896	1.035487	0.961905	1.003584	0.869011	1.015432	0.96861
CLMN	0.798669	1.325843	0.960393	0.724866	1.194969	1.093333	1.025	0.767025	0.776782
MIR7109	1.131579	2.009896	6.841001	1.183908	1.143476	1.191489	1.523628	1.129771	1.111111
ZNF271P	1.085714	1.028381	1.096774	1.028986	0.991112	1.0	1.047009	1.007246	1.0
LRFN3	0.929032	0.433251	0.729251	0.875779	0.863309	0.793103	0.746758	0.970954	0.967938
LYRM2	1.228498	1.220588	1.064935	1.126437	1.220126	1.071429	1.454228	1.152542	1.135409
CLMP	0.811321	0.386069	0.782609	0.75	0.74184	0.841357	0.863999	0.854651	0.804598
MIR7108	1.0	1.024	0.953642	1.110169	1.007407	0.988506	1.029476	1.107109	1.134827
LYRM7	1.088235	0.971429	1.008333	0.983425	1.000324	0.991112	0.981595	1.051771	1.020045
FAAH2	1.094595	0.759259	0.636305	0.19606	0.929134	0.93617	0.723754	1.141274	0.975207
LOC727993	0.324324	0.96875	0.965945	0.203728	0.525821	0.506105	0.58869	0.60396	0.105301
KLHL21	1.09434	1.101124	1.742331	1.119048	1.027708	1.002208	1.056818	1.229508	1.19733
LYRM9	1.103448	0.975309	1.065789	0.981651	1.091892	1.173813	1.043103	1.008497	1.016513
MINPP1	0.966752	0.990147	0.811388	1.030075	0.954839	0.95122	1.120316	0.965517	0.9967
SMG1P1	10.907835	4.728633	2.378445	2.890799	8.340199	13.240577	2.715343	3.895795	4.113818
NBPF9	1.559115	1.302083	1.308642	0.965251	1.213074	1.239442	1.016867	1.162791	1.00565
ZP3	0.953271	1.0	0.926554	0.89313	0.938776	0.886667	0.962025	0.898551	0.878505
KLHL22	1.269134	1.059524	1.269408	1.152941	1.132811	1.28863	1.084147	1.195846	1.169664
TRIM21	1.158209	1.225296	3.015957	1.855203	1.25	1.148093	1.443299	1.302326	1.473684
KIAA0391	1.64	1.117647	1.251908	1.163399	1.04908	1.069269	1.254902	1.790477	1.281553
OAS1	0.982759	2.573165	1.551504	1.130825	2.117112	1.210811	2.163424	1.154867	1.078652
OAS3	1.024735	1.330544	2.201509	0.984255	1.018119	0.983333	1.091358	1.151515	1.088889
OAS2	1.337648	1.568421	1.439775	1.938222	1.269231	1.270718	1.165049	1.552448	1.683719
CWC15	3.263838	1.490017	1.655405	2.04372	2.429878	2.88568	1.671742	2.643153	2.331027
RPP40	0.980892	0.955556	0.816626	0.91133	0.929412	0.935252	0.889628	0.944439	0.943548
TLE2	1.056235	0.689752	0.405381	0.938272	0.528266	0.870056	0.740797	0.983698	0.965035
TOMM70	1.527473	1.143662	1.0	1.267606	1.298551	1.291873	1.341048	1.376855	1.375
STK11IP	1.080338	1.379053	1.263158	1.219251	1.21519	1.250919	1.077601	1.181818	1.211679
MTM1	1.151997	1.241135	1.280899	0.928131	1.2	1.294872	1.075862	1.248555	1.097561
TRIM22	12.543597	5.949444	10.603694	6.063052	8.91975	12.864635	1.791695	6.592162	6.455229
LOC102723566	1.049415	0.884407	0.785455	0.938931	0.961832	1.048276	0.866709	0.953237	0.940659
CCIN	0.803002	0.947368	1.058252	0.865022	0.808333	0.793478	0.764835	0.797619	0.797893
CSNK1G2	2.361373	2.669893	4.43511	4.12901	4.096535	3.389438	1.515674	3.477652	3.773659
CSNK1G3	2.868916	1.37056	1.621749	3.67009	4.498481	5.847682	1.380952	2.426086	3.555664
CSNK1G1	1.086207	1.059994	1.206522	1.05	1.012146	1.043478	1.077922	1.069364	1.077489
NBPF1	1.160714	1.109375	1.0	1.065089	1.096014	1.111111	1.307263	1.108108	1.122238
ALOX12-AS1	1.030928	1.0	1.228315	0.98	0.989796	1.025806	1.0	0.996042	0.98
SERPINB1	1.896925	8.396392	6.798055	3.303553	1.623376	1.525424	2.654116	1.652536	1.895365
ANKK1	0.920415	0.487179	0.830706	0.792237	0.894737	0.923077	0.621884	0.831838	0.811189
SERPINB2	0.136758	4.75716	0.865979	0.766555	0.533105	0.862275	0.670643	0.60733	0.308234
SERPINB6	1.317647	2.76423	1.078947	2.382126	1.182609	1.248485	3.615718	1.086705	1.375508
PCGF1	1.019385	1.113553	1.079467	1.123711	1.090342	1.005128	1.135922	1.087719	1.081967
FAM76B	2.957223	1.465517	1.887996	1.314286	1.570881	2.565387	1.088949	1.461314	1.406998
FAM76A	1.076923	1.068493	1.061856	1.06087	1.061538	1.048017	1.068182	1.072993	1.062868
PMF1-BGLAP	0.955631	0.933017	1.012987	0.911061	0.919047	0.937269	0.901734	0.961373	0.943459
PCGF5	2.989234	1.3875	1.439492	1.451617	1.88356	2.237332	1.352941	2.386747	2.066447
CX3CR1	0.833333	2.110951	1.119048	11.171808	0.825169	0.815476	0.583065	0.869565	2.192771
PCGF6	0.98629	0.986014	0.953759	1.041667	1.0	0.989362	1.014085	1.005348	1.013453
LOC613038	0.862559	0.978261	0.78626	0.923636	0.876967	0.50151	0.855573	0.977011	0.926829
MAGED1	1.154343	0.968153	0.870243	1.222222	1.156627	1.189474	1.213333	1.139013	1.190083
MAGED2	1.566329	1.207018	1.068966	2.366153	1.925154	1.466667	1.493671	2.317308	2.502498
SPRYD7	0.892562	0.899841	0.910506	0.952681	0.951351	0.931803	0.987578	0.934673	0.93722
C6orf62	4.235472	2.985812	4.152584	3.277844	3.072346	3.892456	4.324718	2.946503	4.793768
ATP8B3	0.86884	0.920455	1.0	0.926829	0.807055	0.797251	0.83691	0.883721	0.875
ATP8B2	3.585358	0.928571	0.969898	1.595464	1.254284	1.09437	0.866117	7.645041	5.056056
EXD3	1.0	0.9653	0.9277	1.012195	0.994924	1.0	0.979916	1.019108	1.0
EXD2	0.993548	0.956012	0.881589	0.935622	0.952381	0.971014	1.089888	0.969925	0.964286
ATP8B4	0.871018	1.388889	1.323718	1.682324	0.536306	0.79113	1.919981	0.803318	0.894737
DTHD1	0.87963	0.753549	0.821596	2.15177	0.763205	0.752809	0.532628	0.923821	1.380423
ELP6	1.186147	1.040669	0.975904	1.338497	1.142857	1.223881	1.132075	1.207811	1.25641
ELP5	1.118327	1.156416	1.015112	1.377551	1.381818	1.22905	1.271967	1.210526	1.256881
ELP4	1.202247	1.118421	0.991597	1.185185	1.147826	1.208122	1.093923	1.210191	1.174194
ELP3	1.289033	1.174494	1.05088	2.285056	1.574691	1.406998	1.398601	1.806452	2.139535
ELP2	6.874731	1.605295	1.206897	1.760369	3.681457	5.582784	1.342503	2.773546	3.114559
TRIM58	0.74184	0.894444	0.810127	0.776042	0.771536	0.849624	0.806867	0.801728	0.706363
ASPHD2	0.878049	1.0	1.00578	0.923077	1.0	0.971429	0.8277	0.921815	0.937169
ASPHD1	0.187357	0.316491	0.562889	0.302138	0.812903	0.747599	1.382199	0.609886	0.706522
LOC101927438	0.194767	0.553716	0.885393	0.306252	0.868486	0.956522	0.96	0.611951	0.233481
FBXL5	3.123055	10.209244	19.499834	3.702423	2.054261	2.749535	2.890799	3.205455	3.693569
DES	0.542733	0.886667	0.514962	0.307246	0.562889	0.526437	0.658189	0.613064	0.221835
FBXL4	1.128415	1.027273	1.142857	1.02027	1.018868	1.10219	1.002446	1.028249	1.043478
DEK	4.261837	4.052857	2.250757	4.074481	3.015957	2.357231	2.659868	4.43956	4.092976
SLC25A5-AS1	0.902913	0.85034	0.923457	0.90411	0.884739	0.922582	0.814159	0.901308	0.88189
DPPA4	0.877356	0.653745	0.72669	0.774445	0.782353	0.9625	0.715637	0.715757	0.74613
KLHDC9	0.846561	0.538803	0.512952	0.281726	0.959708	0.922652	0.840336	0.861386	0.869136
RAC2	5.613153	5.444935	11.693934	12.641571	8.186259	5.309157	13.720764	7.314766	8.866494
LY75-CD302	0.886416	0.911017	1.0375	0.852336	0.803532	0.823529	0.803002	0.839506	0.885714
CCDC84	3.601419	1.504274	1.475178	1.285068	1.467318	2.340967	1.106441	1.417948	1.52439
KLHDC2	4.271847	1.289941	1.466667	2.064301	2.064301	3.411896	1.312831	3.326611	2.857143
KLHDC3	1.410072	1.742977	1.267436	2.882901	1.886525	1.458258	1.828277	1.89732	2.074753
TLR10	0.8	0.888046	1.334286	0.809339	3.702423	1.362698	0.74613	0.753247	0.700826
KLHDC1	1.078431	0.947917	0.994152	1.0	1.013158	1.039711	0.899135	1.01171	0.980843
LRP5L	0.997831	1.074627	1.025862	0.976471	0.99435	1.033708	0.926829	0.956356	0.968806
MIR223	0.751534	1.422222	4.199154	0.845588	0.932039	1.106189	0.929293	0.762211	0.7875
UBAP1	1.181818	1.357742	2.387919	1.317568	1.122449	1.069182	1.493115	1.336361	1.26183
TRIM56	1.235349	1.042553	1.403677	1.18575	1.089552	1.139406	1.001208	1.088561	1.167095
DHRS4-AS1	0.985386	0.990741	0.893433	1.018868	0.995349	0.992593	0.991379	0.960912	0.989796
POLK	1.234234	1.41958	1.194872	1.04721	1.181034	1.250273	1.172414	1.090909	1.093058
ASXL2	1.074627	1.113703	1.270606	1.031447	1.034056	1.063492	1.006623	1.083794	1.130435
HDDC2	1.319882	1.173913	0.995874	2.784006	1.388393	1.252502	1.595464	1.500991	1.472362
HDDC3	1.134454	1.013889	1.011833	1.101025	1.139665	1.110587	1.179612	1.159763	1.130978
ZBTB39	0.988235	0.971391	0.789062	0.995215	1.029703	1.007372	0.891192	0.99661	0.996942
ZBTB38	1.356322	1.132736	1.180425	2.24176	1.234783	1.201581	1.268041	2.021127	3.835783
NIPSNAP3B	0.885393	0.866602	0.772727	0.878378	1.003484	0.985714	0.882591	0.810811	0.820669
C1orf131	1.206897	1.041096	1.108434	1.136986	1.138539	1.156069	1.052326	1.214058	1.144279
GBA2	1.196347	1.357576	2.412335	1.413043	1.410448	1.333333	1.111111	1.142857	1.278481
OSER1-AS1	1.090465	0.894118	1.25	1.067138	1.060241	1.053097	0.927835	1.113545	1.061033
DDX60L	1.931873	2.647502	9.565627	1.302781	1.233766	1.469194	3.54656	1.428571	1.380282
ZBTB34	0.965517	1.170586	1.937407	0.987179	0.988889	1.0	1.014493	0.95288	0.965517
ZBTB37	1.225581	1.022082	1.402439	1.083969	1.015075	1.111111	0.965251	1.008929	1.052083
NECAB3	0.989547	1.002825	0.949833	0.976923	0.975	0.8787	0.985714	1.004608	0.992999
KLHL36	2.016648	1.266187	1.275421	1.363636	2.143301	1.951452	1.37931	2.004906	1.651603
SPATA12	0.095197	0.554252	0.510621	0.256106	0.566672	0.517805	0.955665	0.580905	0.660966
TMEM99	0.94704	0.814815	0.824121	0.949275	0.890855	0.941667	0.938272	0.92233	0.976431
KLHL32	0.933333	0.480654	0.528783	0.836653	0.891111	0.902039	0.965517	0.91018	0.883078
ZNF569	1.034997	0.934211	0.977827	1.0	1.041667	1.025641	0.915584	1.025641	1.0
P2RX7	0.96683	1.342961	0.779973	1.0	0.935252	0.910959	2.932486	0.97006	0.977778
NDUFV2	8.286963	4.034382	1.620621	2.503528	3.595652	4.897526	5.599118	5.051794	3.918714
TAB2	3.986444	1.73617	3.186177	1.283582	1.376383	1.907285	1.44186	4.735035	2.128265
SPATA18	0.572886	0.626478	0.62038	0.680138	0.895105	0.941176	0.950265	0.75641	0.644695
EPHA1-AS1	1.079167	0.995098	1.04607	0.872038	0.813559	0.869955	0.835294	1.0	0.885993
NDUFV1	5.136292	2.596319	1.341249	5.965864	5.364891	4.105263	3.92516	5.136292	5.468531
SGTA	1.073171	1.128675	1.247525	1.205882	1.245455	1.110169	1.367894	1.178947	1.135593
KIAA0895	0.888889	0.647196	0.879227	0.686656	0.784998	0.830189	0.774328	0.851064	0.842105
EIF1B	1.481558	2.644794	1.624647	1.242609	1.329545	2.176123	1.359165	1.341772	1.269134
TRIM46	0.891667	0.718914	0.789916	0.834906	0.813953	0.791722	0.716648	0.95941	0.913019
TRIM47	0.94382	0.776256	0.8	0.883978	0.972633	0.858515	1.281046	1.022222	1.036
TRIM44	1.242902	1.24	0.877356	1.170507	1.21717	1.280093	1.023697	1.145455	1.126545
GBAS	1.341999	1.916623	1.15652	1.261046	1.320755	1.31705	1.977833	1.37056	1.240256
TLR8	0.546253	4.456309	5.232093	0.279267	0.817844	0.824907	1.336207	0.665768	0.65161
ZNF227	1.267327	1.017857	1.13746	1.21673	1.220513	1.331169	1.022569	1.139535	1.190476
TRIM41	1.055556	1.102564	1.214953	1.154229	1.237579	1.057542	1.031447	1.223301	1.230126
IVD	1.294643	1.16129	0.994025	1.287958	1.352273	1.175781	1.281437	1.167095	1.343834
PEX3	1.265441	0.988976	0.94	1.129032	1.206851	1.239139	1.061465	1.130435	1.118483
PEX2	1.288889	1.294964	1.253165	1.437022	1.202346	1.27381	1.264368	1.161074	1.185282
PEX5	1.110092	1.020619	1.134712	1.106796	1.124528	1.028902	1.007372	1.127273	1.112195
PEX7	0.987952	0.952381	0.902564	0.946939	0.966292	0.973913	1.020619	0.981273	0.973451
PEX6	1.067797	1.026549	1.080903	1.071823	1.051282	1.047352	0.991046	1.138216	1.09491
ESAM	0.888476	0.848214	0.562442	0.775654	0.831988	0.944882	0.713348	0.884211	0.778928
PPP2R1A	3.036456	2.592844	1.720727	3.225268	3.184237	3.366925	5.122047	2.802495	2.887279
REV1	3.051669	1.325373	1.303591	1.248555	1.531746	1.768029	1.144928	1.451429	1.404621
VPS45	1.384615	1.56982	0.948571	1.470588	1.390863	1.438017	1.520286	1.397163	1.306667
ERMN	1.078459	1.006329	1.1305	0.973978	1.0	1.045455	0.837209	0.996169	0.974228
ACE	0.853065	0.784431	0.746988	0.780669	0.979167	0.815287	0.984615	0.98787	0.991343
ACD	1.053486	1.029787	1.195312	1.265537	1.220339	1.208791	0.971609	1.206157	1.204082
ATP5S	1.141104	1.069881	1.001318	1.048783	1.07664	1.12571	1.003745	1.066148	1.063636
NEB	0.908537	0.873239	0.972987	0.942308	0.991667	1.012245	0.807229	0.871982	0.861736
ATP5J	1.551998	1.933764	1.346157	2.287119	1.952535	1.386451	4.18597	2.347704	2.003529
ATP5I	8.582467	7.023426	2.421556	8.813564	9.388813	6.092568	9.973205	9.144592	9.010732
ATP5H	7.326625	5.731343	1.617238	4.931044	5.0	2.863947	8.314174	8.101911	6.107527
ATP5O	7.270986	4.286784	1.28536	4.475617	7.633072	4.960416	6.442473	6.975337	5.249981
ME3	1.0	0.893805	0.520881	0.932515	0.836066	0.777176	1.3	0.905145	0.95057
ATP5L	8.990767	7.102319	2.194838	7.665601	8.396392	5.875319	8.246249	9.973205	9.227749
ATP5B	9.915383	10.108327	2.537204	11.341742	12.506972	8.657277	13.971985	10.658824	11.404223
HFE	0.879518	1.035573	0.954839	0.86645	0.940239	0.880225	0.983607	0.907407	0.911765
GNAI3	0.988764	1.071429	1.52407	1.031915	0.994152	1.0	1.038251	1.011765	1.018692
ATP5E	2.328961	2.427341	1.805986	2.695276	3.316896	2.189808	3.582661	3.316896	3.05934
ATP5D	1.276836	1.463107	1.12078	1.714636	1.794448	1.411192	2.041288	1.592233	1.656048
GPR146	0.990476	0.856164	0.804086	0.891775	0.948718	0.923765	1.0	1.084453	0.928425
MPZL2	0.878307	1.149254	1.210191	0.684319	0.572886	0.475518	0.836364	0.810951	0.824561
GPR141	0.758974	1.368078	1.549488	1.507897	0.562442	0.475	0.977157	0.715037	1.008197
TBK1	1.006742	1.745331	2.021127	1.660117	1.266667	1.226131	1.342961	1.224223	1.364238
MPZL1	1.0	1.266932	5.115201	0.954955	1.140496	1.0	1.640592	0.958801	0.949367
