GENE	721_B_lymphoblasts	Adipocyte	BDCA4+_DentriticCells	BronchialEpithelialCells	CD105+_Endothelial	CD14+_Monocytes	CD19+_BCells(neg	CD33+_Myeloid	CD34+	CD4+_Tcells	CD56+_NKCells	CD71+_EarlyErythroid	CD8+_Tcells	CardiacMyocytes	Colorectaladenocarcinoma	Leukemia_chronicMyelogenousK-562	Leukemia_promyelocytic-HL-60	Leukemialymphoblastic(MOLT-4)	Lymphoma_burkitts(Daudi)	Lymphoma_burkitts(Raji)	SkeletalMuscle	SmoothMuscle	Spinalcord	TestisGermCell	TestisLeydigCell
CSF2RB	3.321561	1.057372	131.657425	1.175627	1.697574	29.207426	9.023592	29.763769	136.080338	1.04878	2.38976	0.981818	1.062147	1.241026	1.02439	1.064516	1.705314	1.135135	3.097541	0.990919	0.989899	1.240857	1.119658	1.070175	0.954357
MRPL24	1.269406	4.276146	1.124402	2.743675	1.045802	0.835058	1.378995	0.874419	1.229604	0.95082	0.945813	0.8	0.955556	1.0	1.456583	1.765347	1.920927	1.111111	0.986667	1.402301	0.911628	1.458311	0.904957	1.352941	0.896996
CSF2RA	1.0	1.18194	13.972039	1.108696	1.080292	3.151515	1.12093	5.240222	1.091445	1.007692	1.049505	1.06015	1.046931	0.974359	1.10512	1.059952	1.054726	1.109375	1.106667	0.981928	1.081967	1.05014	1.175926	1.04878	1.030303
DMD	1.114834	0.793345	0.803797	0.814815	1.080261	0.796813	0.808743	0.8	0.781157	0.797468	0.792626	0.866667	0.80916	1.316239	0.804813	0.796	0.894973	0.782051	0.827586	1.2	1.204301	0.793177	4.292418	1.026316	0.894737
MRPL20	1.487805	0.677851	1.354497	1.873845	4.558208	1.70298	1.761053	1.759735	2.155301	1.401361	1.605217	1.46678	1.522662	0.815665	2.560171	1.344086	3.095253	1.627789	1.02011	2.168523	0.670978	1.52851	2.192187	0.413911	0.324917
MRPL23	3.0	0.496613	2.994306	5.542183	4.051952	2.678721	2.400415	3.172771	2.775717	1.504	1.387909	3.455411	1.32741	0.720848	2.5	1.420399	6.742494	4.35062	6.409521	11.483954	4.02946	1.861567	0.534627	0.845238	0.378624
MRPL22	13.038707	1.566033	2.261704	6.579487	8.064152	2.311197	1.698011	0.648487	1.677256	1.184834	1.261146	7.315067	1.669549	4.733942	1.689779	2.476005	11.461142	6.12306	7.724249	0.795203	0.804469	3.832685	0.971504	3.78319	2.153008
STX16-NPEPL1	1.010381	1.158879	1.359606	1.03876	1.038835	1.327048	1.283784	3.236802	1.186147	5.674015	1.303486	1.175544	4.798222	0.993103	2.198499	0.993243	1.008456	1.190083	0.979167	1.005298	0.992481	0.996805	1.288136	1.380531	1.160553
GAB2	0.441274	1.0131	7.528099	0.5055	0.933312	6.264735	0.988453	7.7758	4.199014	0.654694	0.985507	0.743682	0.449022	0.811828	0.643449	14.329448	0.690096	0.846379	0.750216	0.723577	0.836132	2.670848	11.183994	0.595469	0.757895
MRPL28	1.384229	0.892449	1.277361	1.416333	1.494253	1.261905	0.85571	1.62483	1.084229	0.804024	1.273885	1.507313	1.019355	0.879121	1.400491	1.378995	1.111842	1.544553	1.571021	2.578446	0.968023	1.131034	0.799174	1.004367	0.867647
TFIP11	1.2	1.030303	1.59254	1.04831	3.172771	1.313019	1.335018	1.508621	1.348315	1.340541	1.799722	2.286024	1.25	1.020373	1.389608	0.995305	0.953846	1.027237	1.62483	0.945813	1.361502	1.360731	0.985915	1.942038	1.82275
HABP4	0.585526	0.88	0.347955	0.608853	0.662488	0.608049	0.669682	0.628344	0.526467	0.87218	0.558758	0.857143	0.855524	0.924901	0.729852	0.758733	0.781893	0.77193	0.789062	1.166667	1.62667	0.799306	1.386041	0.866171	2.852665
C2orf83	0.832	0.975207	0.8	0.884211	0.933333	0.914027	0.862342	0.924528	0.870544	0.93532	0.828729	0.969163	0.839623	1.124789	0.911111	0.933502	0.937615	0.923729	0.954128	1.025641	1.667587	0.888889	1.203645	0.84507	1.180556
SNORA81	0.819048	0.420805	1.234234	0.457434	0.809412	0.658511	1.427716	0.890052	1.239264	1.555556	1.263889	0.699751	1.540203	0.248593	1.210526	0.670978	1.620275	0.773599	0.954357	0.884772	0.820755	0.342617	1.832026	1.408696	0.702835
ZSCAN9	1.126399	1.129441	1.081081	1.15	1.095057	1.071429	1.116279	1.060792	1.024155	1.070326	1.060367	1.065574	1.123457	0.973684	1.065789	1.294118	0.778775	0.984848	0.982578	0.960894	0.964286	1.148554	2.107005	1.923077	1.067873
NPTX2	0.842809	0.79217	0.81674	0.829268	0.783784	0.819882	0.798387	0.804469	0.8	0.822695	0.807547	0.845478	0.808333	1.086294	11.616829	0.795203	0.835633	1.397059	0.8349	0.875397	1.088889	0.808959	1.242991	40.212593	14.142462
HABP2	1.138614	1.290698	1.14	1.258993	1.154122	1.114834	1.227586	1.237624	1.174242	1.212794	1.181208	1.051724	1.196172	1.058824	1.101852	1.097947	1.202381	1.213161	1.007092	1.007092	1.023697	1.238095	1.192427	1.227095	1.089888
NDRG1	0.040973	0.583879	1.518317	6.698789	0.138686	1.084337	0.363173	0.892857	0.351774	0.524781	0.507076	0.265933	0.538462	0.543905	0.358306	0.131282	0.116741	0.148954	0.09943	0.044788	0.348872	0.61651	7.304639	1.288136	0.272384
NDRG2	0.215249	0.053667	0.984733	0.073839	0.291311	0.426237	0.27799	0.495978	0.245421	0.434171	0.285714	0.320982	0.44357	0.093517	0.154049	0.378624	0.218066	0.254946	0.332455	0.356153	12.282478	0.085713	17.21245	0.12028	0.48471
NDRG3	1.144509	0.684031	1.344679	0.974026	0.389488	2.414459	2.52358	1.470726	0.628571	1.686013	1.996093	0.126136	1.459184	0.292603	0.648487	0.454418	1.931034	1.776204	0.585925	2.631995	0.828665	0.928571	8.948297	0.885572	0.320982
NDRG4	0.840391	0.740925	0.819355	0.761532	0.740646	0.756627	0.762136	0.780934	0.767129	0.796117	0.776786	0.801932	0.813632	0.785714	0.767857	0.739073	0.765523	0.743363	0.753838	0.780627	0.83	0.761905	51.536129	21.753666	1.578348
ZSCAN2	1.097701	1.035599	1.160714	1.206897	1.119342	1.05618	1.3	1.072464	1.06857	1.036268	1.198397	1.472868	1.065502	1.205882	1.042373	1.092308	1.122581	1.033627	1.303922	1.21	3.619977	1.131313	1.178862	0.968553	1.192982
SRSF5	1.295238	0.152469	2.318841	0.772277	1.980726	2.689005	3.622607	3.60067	2.693543	5.548146	2.998564	2.835633	4.780276	0.157232	0.827131	0.605399	1.400881	1.635625	1.665092	0.625048	0.659518	0.371917	2.25897	1.870574	0.897297
SRSF4	1.530612	0.901698	1.392638	1.448684	2.39519	1.714055	1.710145	1.557691	1.459459	1.948272	1.638479	3.193992	1.651852	0.162503	1.375968	2.918854	2.239814	2.899223	1.991951	2.092199	0.83105	0.556579	0.734961	1.280034	0.75
SRSF7	4.0842	0.254946	4.02946	0.677618	15.665253	3.053892	9.771224	4.591114	51.536129	11.240664	4.233795	1.679904	8.011331	0.555725	0.575317	1.601797	3.813109	3.297504	2.310184	0.778124	0.689096	0.369003	0.86692	1.572816	0.725836
SRSF6	1.590617	1.572816	2.187755	0.968254	2.659701	0.883562	1.295154	5.293816	1.304687	0.957447	0.864013	0.940809	1.210191	0.880309	1.459459	0.905324	1.284916	34.62508	0.870813	0.877193	0.945052	0.853333	0.936334	0.933852	0.915423
SRSF1	0.989011	1.0	0.93617	0.977614	1.140845	1.035088	0.97479	0.912863	0.976378	1.0	0.927039	1.099274	0.987599	1.156951	1.024879	1.263769	1.171429	1.030837	1.198606	0.995633	1.161415	1.049755	1.053846	1.005181	1.074205
CHD1L	1.059792	1.016129	1.281738	1.16129	1.0	0.948718	1.176	1.0	1.315355	0.992593	0.955711	1.047619	1.013624	1.307018	1.018454	1.087591	1.044693	1.454719	1.712812	1.063158	1.110748	0.978102	1.0	1.035857	3.315039
SRSF3	5.650211	0.707029	3.668165	4.753082	4.924334	3.291539	3.878443	3.289343	4.72163	4.780276	3.329314	7.492866	4.753082	3.130584	0.754902	3.729095	4.627385	10.921436	9.84343	0.446886	0.573497	3.88705	0.379742	1.802692	5.216835
SRSF2	3.179487	0.714765	2.316038	2.182741	6.287229	1.263274	1.814286	3.165441	1.938316	2.57754	1.795349	3.702383	2.255474	1.086022	3.789954	3.41254	3.804323	5.808476	4.767305	3.976127	0.773845	1.538809	0.157232	1.447154	0.948571
MZB1	2.751077	0.996846	5.967176	0.697304	1.266667	0.734082	2.806811	0.700265	1.679487	0.769231	1.397453	1.425101	0.782946	0.806154	0.508269	1.357725	6.424741	6.698789	10.531726	10.836437	3.155116	0.557236	1.535771	0.431373	0.944099
SRSF9	1.520761	1.947368	1.401361	2.335878	1.283784	1.546763	1.366765	1.390801	1.322177	1.366379	1.280992	0.688851	1.349721	0.938987	1.666667	1.778944	2.745221	3.613005	4.868308	3.780404	0.373852	2.913763	0.419103	2.255474	0.945736
SRSF8	1.261538	0.697572	1.461504	1.073621	1.355828	0.844156	3.126214	0.812309	1.342554	3.351529	1.821429	9.258097	2.622057	0.917808	1.700156	1.72242	0.968254	0.94382	2.411765	1.455782	0.82	0.835633	0.67154	0.70108	0.513623
RNF130	0.105775	4.819633	7.539391	0.870175	1.833421	11.616829	1.068182	10.040747	7.113535	0.548369	1.893138	0.701277	0.601667	0.527318	1.214953	0.356153	0.12028	3.547904	0.158724	0.121567	0.452003	0.412813	10.59112	0.589869	0.306463
DNAJB12	0.728088	0.779221	0.491654	0.864318	0.96793	1.293648	0.867925	0.840467	0.664894	0.6875	0.734332	1.661789	0.729623	3.890764	0.850427	0.883658	0.787278	0.699586	1.321888	1.472259	9.006651	0.869281	0.788402	0.730057	1.535771
VIL1	1.985501	2.930537	0.913043	0.906883	0.927632	0.889644	0.865306	0.912752	0.97931	0.964789	0.934066	0.885712	0.923077	1.400881	2.507865	0.982578	0.913188	0.949686	1.0	0.941176	5.674015	0.90039	0.910448	0.886717	0.935185
HOXA4	0.920794	1.0	0.904913	0.983425	1.0	0.90411	0.971034	0.833333	0.835165	0.966667	0.93532	1.214385	0.946042	1.171429	1.016563	1.006083	1.040404	1.012007	1.261905	1.297297	1.182432	1.0	1.942707	1.019108	1.217021
HLA-DQB1	8.019034	0.640316	15.977583	0.643704	1.430462	9.791198	24.31543	2.772351	0.652452	0.69055	0.961538	0.873116	0.769231	2.402263	0.698065	0.70108	12.596825	0.629007	3.503078	7.735642	3.245519	0.746449	0.96088	0.963855	1.291139
MSMB	0.892308	0.990148	0.907834	0.988417	0.982659	1.013514	0.924111	0.949495	0.89172	0.912281	0.90264	1.339064	0.900433	2.084507	1.008264	0.97166	1.060651	0.908297	1.333333	1.455172	1.752439	0.994709	0.986842	0.876027	1.386609
HLA-DQB2	1.132639	1.137405	1.119342	1.156118	1.160305	1.132743	1.138614	1.161195	1.104294	1.117318	1.085054	1.031401	1.130188	1.026316	1.098857	1.061943	1.134796	1.044944	1.0	1.295775	1.009999	1.159763	1.22549	1.096774	1.009091
RNF138	8.902447	0.562796	12.056483	2.837291	37.587646	9.442446	17.067312	14.89848	48.881306	17.500212	12.5	9.006651	16.4475	0.815385	0.573497	11.297821	13.395087	9.791198	3.034781	2.298031	0.823958	0.715909	3.080731	8.336979	5.343578
HOXA3	1.013699	1.057269	1.078189	1.009259	1.0	1.149533	1.071225	1.060498	0.989399	1.079877	1.004739	1.267176	1.003195	1.052821	1.185567	1.275565	1.260606	1.080745	1.247824	1.129412	1.180328	1.06383	1.312729	0.964286	1.166667
TTC3P1	1.241758	1.565217	1.506173	0.362279	0.848485	0.679663	1.766091	0.973333	1.827868	2.38976	1.269887	0.178424	1.820811	0.740354	2.360414	1.497847	0.996283	1.487805	0.646902	0.852575	0.066499	3.340531	3.354526	1.557691	0.809668
GID4	1.02255	0.956217	0.983278	1.0	0.906883	0.928105	1.267241	0.917647	0.896266	0.9319	0.936937	0.988506	0.894282	0.895833	0.954357	0.977358	1.186207	0.987552	1.489362	1.043269	1.07971	0.952381	0.953488	21.886086	38.072701
GPR137	1.13842	1.143999	1.108108	1.162162	1.154185	1.115385	1.126399	1.169811	1.111732	1.157303	1.100233	1.172897	1.084906	1.032258	1.098361	1.098039	1.051643	1.096927	1.007173	1.051724	0.989673	1.236515	1.190259	3.066739	1.357576
CISD1	3.303553	3.036649	0.732238	2.962319	1.415241	0.580021	0.936868	0.626644	1.21181	0.452003	1.188679	0.378624	0.526906	5.575017	0.719027	1.328191	7.647369	0.569212	3.156889	3.329314	0.855338	4.518391	1.672842	1.60343	1.147541
CLNS1A	4.6	0.629007	1.860465	3.490492	4.707963	4.132732	4.007096	2.673821	4.59689	2.823177	1.482607	0.828283	2.518806	0.891986	5.467021	9.546144	6.777416	5.227663	7.221556	10.212824	0.648153	2.465047	1.896996	0.94517	0.502618
SUPT20H	0.570897	0.813953	0.429752	0.296452	0.544819	0.647838	0.598504	0.605399	0.466084	0.759259	0.489887	0.913793	0.621622	1.809726	0.403516	1.393662	0.786615	0.915888	0.838983	0.744262	86.966515	0.406422	0.97	3.082821	5.467021
TRMT11	2.8	0.547615	1.336364	1.464286	0.896907	0.829876	2.479297	1.274262	6.627304	4.262407	1.566033	0.633124	6.254154	1.313131	1.578818	8.053197	13.152627	0.630157	9.006651	6.887598	1.315088	0.716749	0.822157	2.181304	1.301149
TSHZ2	0.805195	1.005714	0.806818	0.874214	0.83452	0.880253	0.874093	1.020163	0.809524	0.813798	0.964706	0.827225	0.826446	0.875576	0.973473	0.897959	0.872881	1.0	1.25128	0.896321	1.763538	0.981818	1.852577	1.0	2.168523
LOC100996626	2.186759	1.262136	2.384808	1.426669	4.98174	3.417852	4.679263	2.861011	3.625903	4.095728	4.647337	5.2	4.385321	0.754717	0.793893	1.49247	4.276146	2.966424	4.009993	2.122911	0.807631	0.835554	0.811024	1.373699	0.698668
CDK7	17.698626	0.885375	1.207547	15.502116	1.307122	2.861011	1.381008	0.9375	1.41424	1.592105	1.206665	1.532621	1.377758	2.541413	1.70298	11.681099	17.853846	0.942529	0.913793	1.243668	0.955665	7.130577	0.8	10.083347	4.707963
GID8	3.678505	0.652174	1.657438	5.999363	2.507865	2.091029	4.235617	3.030506	1.828373	1.9	3.816753	8.862928	2.414459	0.8	3.578222	1.273973	2.092199	15.415259	1.981317	4.284724	0.830549	1.574468	0.833333	1.223529	0.8
MRC2	0.866971	1.417476	0.552811	0.605715	0.913043	0.755906	0.64532	0.699365	0.968641	1.278912	0.654694	2.717968	1.047619	4.688708	1.368421	1.364835	0.76873	1.017857	0.871795	1.74706	2.037176	3.485752	1.951336	0.693063	0.831776
VILL	1.085366	1.226667	1.395248	1.223242	1.19559	1.360531	1.240964	1.447368	1.193717	2.480323	1.406551	1.019608	1.969828	1.033708	1.208333	1.059701	1.140351	1.246862	1.012407	1.003891	1.004762	1.150538	1.244444	1.048649	0.994819
FAM222B	1.196653	0.918033	0.909091	0.929577	0.885246	0.689292	0.940015	0.892405	0.923077	0.934694	0.937104	1.44697	0.972222	1.193182	1.452174	1.393939	0.885494	0.933333	0.894444	0.814433	1.00648	0.756953	0.955711	2.55589	2.257727
LPAR2	1.134328	1.163121	1.273973	1.09434	1.08	1.14554	1.149321	1.568625	1.101562	2.783259	1.371429	1.362637	4.671906	1.02439	2.424203	1.073446	1.190372	1.062893	1.287882	8.405241	0.988095	1.116444	1.028169	2.90911	2.368609
TIPARP	0.984456	1.015873	1.208054	14.884005	0.781893	1.292495	0.837438	6.732832	1.645486	1.390374	3.335288	0.811024	1.390801	0.881506	3.295114	2.954887	0.77412	0.74938	0.794521	0.802507	0.866841	1.777778	1.373353	4.524228	6.328296
ZNF587	0.871795	0.851271	0.964286	0.731636	1.402777	0.837838	0.952756	1.284483	1.227499	1.351355	1.164751	0.819355	2.227435	0.855769	0.95858	1.022472	0.878307	0.817518	0.864989	1.006369	0.910891	0.789474	0.848921	1.096774	0.931507
ZNF586	1.166052	1.169954	1.242424	1.186275	1.21118	1.378882	2.821178	1.266179	1.165924	2.261704	1.264822	1.123126	2.497349	1.054054	1.028112	1.24	1.308901	1.036437	1.137255	1.170279	1.048	0.993548	1.300699	1.005362	1.024155
ZNF589	0.996587	1.44	1.17738	1.351852	1.083636	1.224364	0.964706	0.908382	0.871495	1.124324	1.104478	0.970954	1.330367	3.545116	1.004762	0.930335	0.967273	0.888201	0.977358	1.72343	1.904686	1.077626	1.04698	0.766757	1.079545
LOC100996709	1.097143	1.013699	1.065502	1.060241	1.126761	1.04	1.042105	1.076923	1.006223	1.248826	1.084507	1.176074	1.268293	1.007752	1.097947	1.003387	1.0726	1.065359	0.986175	1.004219	1.433441	1.039216	1.611111	1.064516	1.2
LOC643733	0.903846	1.205714	0.939814	1.004405	1.044386	1.095057	1.0	0.943765	0.921032	0.987342	1.032	1.291667	0.952381	1.585414	1.164835	1.091989	1.065782	1.034722	1.287879	1.344086	2.352056	1.101562	1.408451	1.034091	1.322177
TMEM115	0.81171	1.663376	1.277778	1.558059	1.244444	1.271137	1.3	0.791878	0.762238	0.895581	1.269742	1.783509	1.211743	2.030434	2.407097	0.787182	0.78022	1.246073	0.792626	0.860927	1.03937	1.955056	0.979592	0.773348	0.841634
ASUN	6.854424	0.899305	1.881416	5.352285	6.767154	1.894664	2.679902	1.59542	13.287234	2.571737	1.389993	0.897182	3.557643	4.091502	14.029532	6.588343	19.356951	1.786408	5.687483	8.862928	1.061269	4.154635	1.752439	0.798122	0.869131
COL4A6	0.956285	1.149051	0.935185	1.123188	1.026738	1.099631	1.010753	1.055118	0.942383	0.907895	1.019305	1.120419	0.969466	1.549901	1.097701	1.019305	1.081967	0.949028	1.217391	1.410405	1.428571	1.134831	1.161616	0.988764	1.280899
IGLL5	0.68	0.947368	24.31543	0.808219	1.08	0.783673	14.391943	0.745136	0.800729	0.792683	4.513658	1.389608	0.789062	1.178248	1.0125	0.875	0.916188	0.881773	0.932039	0.945946	4.101742	1.113772	1.226581	0.792	1.857461
PSD	1.052083	0.968811	0.987342	0.821057	1.019417	0.936302	0.967603	0.969432	1.004329	1.046025	1.047619	1.0	0.915493	1.008772	0.965923	0.969231	0.963989	1.25	0.972067	0.949749	1.010886	0.92441	1.002141	0.942529	0.958678
CAMKK2	1.127517	1.119048	1.142857	1.080292	1.09816	1.128713	1.056452	1.210206	1.059701	1.041943	1.071429	1.300594	1.094488	1.17811	1.192857	1.038433	1.138807	1.108527	1.033962	1.04918	1.201133	1.229485	1.093458	1.045113	1.000324
HMGB3P1	1.244094	0.920635	0.834356	9.617647	1.272727	0.806348	0.820059	0.808423	0.945946	0.813559	0.803279	3.158724	0.813313	1.072797	0.951033	0.885813	1.353535	3.28768	0.92735	0.910173	0.967742	0.916923	0.89857	1.401961	1.049096
HOXA9	0.795389	1.637971	0.771536	0.813987	0.977778	0.932692	0.802083	0.869955	2.877917	0.831879	0.732037	1.313249	0.866471	0.95203	63.66518	0.957816	0.882353	0.830409	0.971429	0.944038	7.411111	0.847651	1.493671	1.426669	2.354727
MAGEC2	0.982079	1.057471	0.961951	0.971963	0.934211	0.930693	0.959538	0.931608	0.94964	0.983819	0.939086	1.014286	0.97619	1.117647	0.989362	0.963415	0.997886	0.941176	0.993377	0.990698	5.708415	0.971429	1.005988	0.962963	0.959184
OLFML1	0.949153	3.79407	0.938575	0.979167	1.012876	0.990291	0.988848	0.97479	0.935543	1.019763	1.021277	1.104167	1.008547	1.14433	1.0	0.995851	1.055394	0.938427	1.150877	1.086022	1.200749	0.987342	1.039474	0.962963	1.096682
MTRF1L	0.607379	0.952381	0.627896	0.734082	1.286713	1.213873	0.885106	0.926554	1.0	1.253771	0.890909	1.333333	1.125628	1.316888	0.888889	0.808032	0.788177	0.703125	1.123506	1.373353	2.527815	1.066667	0.729257	0.973333	2.590438
WT1-AS	0.879377	0.9875	0.836842	0.910053	0.805556	0.848739	0.86166	0.83083	0.851852	0.879377	0.876543	0.919118	0.874074	0.991667	0.902287	1.328947	0.956098	1.28866	1.010753	0.928145	3.13551	0.944	0.957447	1.493116	1.0
MYO1F	0.567696	0.867769	12.387879	0.752	0.973684	27.992805	2.915662	23.009209	2.5	14.777206	29.963209	0.995169	19.653814	0.908046	0.93363	1.414634	0.688343	0.875767	0.901632	0.892308	0.971698	0.929412	1.32339	0.466893	0.894875
MYO1E	3.934884	1.701718	4.780276	1.516565	0.797753	1.11039	1.184649	1.004739	1.10119	0.963351	0.980392	1.306358	0.858513	0.833001	1.333333	0.918699	1.261684	1.104377	2.288052	0.9319	1.417582	1.269587	1.245894	1.115789	1.06
MYO1D	0.820755	51.033783	0.870544	2.109922	1.29771	0.877193	0.897959	0.849315	0.8125	0.877637	0.875	1.347073	0.791837	1.389831	186.035248	4.667335	0.811765	0.78081	0.901493	1.075862	1.404579	0.891214	3.706594	0.83908	1.197917
MYO1C	1.005682	2.239814	0.782313	1.18006	0.989011	0.665873	0.845423	0.738205	0.773261	1.0	0.529679	0.589157	0.991597	0.770784	1.523152	0.972222	0.811321	0.694915	0.807692	0.890625	0.87988	1.214286	0.784615	1.407821	0.926108
PTTG3P	1.395349	0.888889	0.858407	1.769737	1.404579	0.810256	0.862688	0.935543	0.977528	0.827942	0.838196	6.107731	0.778124	4.632254	0.945455	6.55591	6.371418	3.985503	3.20265	2.369736	1.098214	0.955631	0.865116	1.42446	9.127518
MYO1A	0.843373	1.258687	1.010886	1.242866	0.744069	1.0	0.847222	1.164179	0.802055	0.829787	0.940171	0.884615	0.760563	1.171217	1.167286	1.186722	1.489609	1.194518	1.064935	1.0	0.977578	1.246231	1.489362	1.200565	1.0
CHST1	0.894009	0.933007	0.898734	0.8625	1.006061	0.907598	0.871526	0.976471	0.946395	0.878981	0.923309	0.987897	0.966825	0.890208	1.0	0.984699	0.981847	0.995435	0.891986	0.899083	0.960573	0.850618	2.310184	1.240741	0.994652
FOXN3-AS2	0.945736	0.915751	0.911032	0.894118	1.263769	0.853211	1.267606	0.932039	0.952077	0.943662	0.898281	0.900433	0.951049	0.888889	0.868932	0.892405	1.071856	0.926188	0.859372	0.875862	4.042864	0.828074	0.858513	0.894737	1.472603
CHMP3	0.597574	5.027385	1.288684	5.011971	1.864407	2.117923	1.684421	3.279546	1.407925	0.833333	1.870301	2.700798	0.92827	0.66879	3.684773	0.383685	0.391506	0.349795	0.273095	0.44357	0.640927	1.958614	0.867561	0.955799	0.326036
RPL36AL	1.68542	2.084507	2.155301	2.649937	2.752639	2.658083	3.172771	1.800938	1.993022	4.785182	2.531597	3.641423	3.41477	1.089286	0.981818	1.193182	2.512813	1.593477	3.439103	3.066739	0.513623	2.90566	0.680672	1.017857	0.730799
CHMP7	1.538809	0.543372	1.475728	0.54444	1.874601	2.717968	11.866326	1.763538	1.4	18.444098	2.053137	2.409635	12.282478	0.909535	2.474835	0.676056	2.195299	0.707317	3.445755	2.512813	1.396226	0.724455	0.905603	1.285714	0.720017
CHMP6	1.2	1.679904	1.345455	1.371134	1.31361	1.631809	1.369334	1.352038	1.029122	1.330986	1.721854	0.909091	1.382303	0.923664	0.982537	0.972268	0.921212	1.556533	0.927928	0.901493	1.432099	1.548436	0.993506	0.86901	0.797297
BCR	0.64532	0.675749	1.171429	2.52987	0.788177	0.828004	0.804937	0.711895	1.4375	1.800938	1.38255	0.789644	2.047481	0.865672	0.779661	0.731458	0.720017	1.31056	3.479349	0.882165	1.368132	1.406452	1.044776	1.372822	0.831169
PGBD5	0.976744	0.925566	0.962629	0.916667	0.883436	0.873626	0.910916	0.943878	0.932692	0.93	0.938776	0.923077	0.957219	0.887052	0.908595	0.899471	0.935252	0.902778	2.077652	0.917611	0.932692	0.923944	1.376884	1.943703	0.899163
TSSC1	4.591114	0.867925	3.922608	1.441596	1.657908	1.083969	1.541666	1.31069	2.827377	1.641308	1.525299	0.946636	2.046734	0.89881	1.537701	1.378723	2.0	1.352447	2.30917	0.892857	0.911107	0.91498	0.925306	0.804524	0.911032
CTPS1	12.094346	0.888889	3.30639	6.449424	5.293816	0.845815	0.92381	0.95279	9.617647	0.959502	1.285714	4.371016	1.165924	0.872428	1.619388	4.02214	15.613045	13.940932	33.77169	0.865854	0.900182	2.329114	0.846999	2.413019	3.216188
LGALSL	1.031847	1.28223	1.055099	1.357143	1.079755	1.12253	1.131148	1.087948	1.057915	1.065868	1.039301	1.044944	1.107266	0.986547	1.10052	1.029851	1.266667	1.064465	1.095057	1.003387	1.058824	1.25	1.20746	1.020757	1.096234
SRMP1	1.172691	1.366197	1.137546	1.293648	1.191011	1.129441	1.136691	1.123457	1.154412	1.212598	1.12253	1.137159	1.215385	0.979452	1.285714	1.235294	1.300594	1.23	1.02285	1.036199	0.975904	1.295154	1.218182	1.345455	1.058065
LY6G6C	0.926518	0.986486	0.906433	1.248578	0.856383	0.884848	0.847953	0.906667	0.836207	0.905063	0.9	0.961112	0.901235	1.185185	0.995781	1.032937	1.032258	1.044293	1.005348	1.167742	1.693336	1.138319	1.090909	1.035461	2.056095
ZER1	1.149758	1.282609	1.183673	1.250638	1.204244	1.043614	1.169591	1.169064	1.148718	1.237942	1.184649	6.454451	1.114534	0.970803	1.100437	1.268139	1.19322	1.219251	1.156757	1.147059	1.045977	1.321637	1.273569	1.112299	1.032078
LY6G6E	1.011905	1.11692	1.046632	1.141026	1.080882	1.101941	1.058419	1.013774	0.982143	1.0375	1.030921	1.284916	1.211538	1.3	1.296875	1.064957	1.289617	1.101266	1.224744	1.281818	1.236125	1.20524	1.166326	0.972727	1.25816
HOXA11	1.085714	1.283721	1.062016	1.25	1.124402	1.150215	1.153078	1.2125	1.088235	1.116022	1.134228	1.191638	1.053533	1.0	1.100345	1.221239	1.303135	1.18552	1.288889	0.99187	1.053892	1.301341	1.252686	1.033404	1.097276
HOXA10	1.121693	1.626459	1.090909	1.055556	13.287234	1.230769	1.094649	1.249191	18.714403	1.22905	1.333333	1.481917	1.164062	0.99887	1.746445	0.987805	1.014286	1.0	0.986928	0.967742	1.056818	1.068376	1.017241	1.038328	0.96124
PPIAL4A	0.833333	1.059572	0.980645	1.095453	1.008929	1.047619	0.987952	0.880309	1.052941	0.920502	0.934282	1.16092	0.987342	3.80814	0.970149	0.955631	0.993506	0.952381	1.193182	1.426669	6.409521	1.363636	0.959184	0.879699	1.581197
SF3B5	2.610939	1.264214	1.935282	3.151515	1.889394	2.405941	1.861567	1.515892	1.364634	1.647602	1.396648	2.265869	1.424	1.716074	1.673522	4.173197	2.006665	2.419886	2.359151	0.818792	0.633124	2.80874	0.904762	1.298197	0.817308
PPIAL4C	0.833333	1.059524	0.980695	1.095541	1.009009	1.047619	0.987952	0.880253	1.053097	0.920635	0.934579	1.16021	0.987342	3.809521	0.970297	0.955414	0.993548	0.952596	1.19322	1.428185	6.440232	1.36291	0.959276	0.87988	1.580882
PPIAL4B	0.833333	1.059524	0.980892	1.095588	1.008772	1.047462	0.987952	0.880139	1.053061	0.920755	0.934673	1.160377	0.987261	3.813109	0.970464	0.95549	0.993631	0.952381	1.193049	1.425837	6.424741	1.362718	0.959128	0.88	1.583793
PPIAL4G	0.833333	1.059406	0.980609	1.095358	1.009146	1.047619	0.987952	0.88	1.053004	0.92043	0.93443	1.160494	0.98743	3.816	0.969697	0.955256	0.99359	0.952381	1.192982	1.428571	6.434493	1.363919	0.95935	0.88	1.582088
AC128677.4	3.917173	0.817204	102.526085	0.887805	1.894664	0.878893	36.861389	0.90625	1.191781	0.963989	4.250451	0.913188	1.284974	0.725661	0.867133	0.87395	0.8674	1.311828	13.746381	0.831169	1.123624	0.897338	0.871795	0.867133	0.890282
GTF2H2B	0.81336	0.846626	0.758621	0.765695	0.754902	0.821918	0.765695	0.76767	0.762402	4.603637	0.743455	0.830409	3.482027	1.128448	0.77	0.810945	0.796	0.88764	1.172287	1.770273	1.796992	0.74938	0.743925	1.277108	1.68703
