GENE	721_B_lymphoblasts	Adipocyte	BDCA4+_DentriticCells	BronchialEpithelialCells	CD105+_Endothelial	CD14+_Monocytes	CD19+_BCells(neg	CD33+_Myeloid	CD34+	CD4+_Tcells	CD56+_NKCells	CD71+_EarlyErythroid	CD8+_Tcells	CardiacMyocytes	Colorectaladenocarcinoma	Leukemia_chronicMyelogenousK-562	Leukemia_promyelocytic-HL-60	Leukemialymphoblastic(MOLT-4)	Lymphoma_burkitts(Daudi)	Lymphoma_burkitts(Raji)	SkeletalMuscle	SmoothMuscle	Spinalcord	TestisGermCell	TestisLeydigCell
CD9	2.153544	0.473727	0.100835	10.144705	0.195777	0.591259	0.22164	0.052709	0.7101	0.052709	0.055983	0.060894	0.047798	1.14585	25.681126	0.146341	0.044852	0.091341	0.056965	0.073334	0.16402	1.202816	4.50221	0.540514	0.299558
CD93	1.3	0.983333	2.166667	0.983333	1.016667	52.433333	1.083333	72.316667	1.3	1.116667	1.25	0.933333	0.966667	1.233333	1.0	0.916667	0.9	0.8	1.283333	1.383333	1.1	1.15	1.066667	0.85	0.983333
CDA	1.282051	0.974359	1.128205	1.0	1.0	76.435897	1.064103	122.487179	1.25641	1.076923	1.179487	0.935897	0.948718	1.294872	1.25641	0.897436	0.871795	0.794872	1.269231	1.384615	1.179487	1.115385	1.064103	0.820513	0.974359
CDC25B	14.714286	0.9	9.521429	3.917857	5.042857	0.682143	20.064286	5.396429	6.832143	90.428571	35.432143	19.046429	77.185714	15.878571	24.507143	0.782143	1.960714	24.392857	9.925	5.671429	0.557143	4.714286	0.964286	0.475	0.403571
CDC45	17.767442	0.918605	1.034884	1.337209	10.406977	1.0	0.988372	1.209302	10.325581	1.023256	1.104651	7.581395	0.906977	1.337209	5.127907	28.965116	5.77907	25.72093	12.674419	1.383721	1.069767	1.081395	1.0	1.593023	3.94186
CDC7	10.678832	0.912409	2.007299	0.919708	19.036496	1.0	0.985401	1.29927	22.678832	1.372263	1.131387	11.29927	1.379562	1.233577	0.956204	3.0	9.240876	9.978102	4.065693	1.525547	1.10219	1.065693	1.0	3.452555	0.970803
CDH5	0.963768	0.884058	0.927536	0.826087	0.978261	0.927536	0.898551	1.028986	1.108696	0.891304	1.094203	0.789855	0.818841	15.637681	0.949275	0.862319	0.847826	0.717391	1.217391	1.347826	1.130435	3.463768	1.144928	0.811594	0.913043
CDK1	100.604752	0.838013	1.218143	5.658747	108.660907	0.950324	0.850972	2.561555	86.315335	0.790497	0.898488	82.50108	0.699784	19.939525	13.382289	28.812095	46.228942	42.691145	29.416847	20.825054	1.904968	1.693305	0.859611	1.477322	3.801296
CDK18	5.182222	0.915556	0.995556	0.942222	0.968889	1.013333	1.013333	1.217778	1.182222	1.004444	1.137778	0.888889	0.888889	1.271111	0.96	0.835556	0.862222	0.746667	1.36	30.373333	1.155556	1.048889	96.791111	0.782222	0.924444
CDK2	11.391781	0.739726	1.605479	1.665753	19.331507	0.745205	1.287671	0.909589	7.090411	1.156164	1.205479	8.947945	1.117808	1.117808	5.627397	2.553425	1.435616	14.032877	4.005479	0.99726	0.882192	1.084932	0.893151	0.619178	0.712329
CDK8	6.661211	0.785597	1.509002	0.88707	8.062193	1.224223	1.001637	2.546645	4.765957	1.135843	3.440262	0.952537	2.11784	1.780687	18.690671	2.291326	0.792144	0.713584	1.145663	1.482815	1.522095	1.011457	0.864157	0.690671	0.998363
CDKN3	49.2749	0.948207	1.067729	2.501992	49.601594	0.924303	0.972112	4.661355	20.183267	0.85259	1.027888	102.749004	0.772908	5.40239	19.641434	4.12749	51.2749	39.808765	89.370518	18.38247	1.23506	1.354582	0.972112	154.047809	164.294821
CDT1	31.911602	0.950276	1.082873	1.060773	30.342541	1.027624	1.027624	1.237569	13.779006	1.060773	1.171271	7.370166	0.928177	1.292818	2.883978	31.038674	4.022099	34.220994	2.508287	9.016575	1.082873	1.093923	1.027624	1.20442	0.950276
CECR1	17.034091	0.886364	239.136364	0.829545	1.386364	326.125	21.715909	342.238636	11.25	42.306818	86.670455	0.818182	33.704545	1.034091	0.818182	0.761364	0.784091	2.954545	1.204545	1.670455	0.988636	1.011364	4.75	0.920455	0.931818
CELF2	5.350711	3.189573	8.824645	0.464455	0.720379	11.265403	10.274882	17.763033	15.753555	18.483412	21.563981	0.398104	24.023697	0.668246	0.421801	3.099526	0.374408	1.507109	0.606635	0.597156	0.49763	0.985782	1.028436	0.459716	0.720379
CENPA	65.226415	0.943396	1.066038	1.0	32.5	1.0	1.018868	1.981132	8.339623	0.981132	1.103774	33.245283	0.90566	4.141509	10.339623	3.188679	2.009434	21.603774	6.764151	3.962264	1.245283	1.084906	1.009434	0.830189	0.962264
CENPM	118.719101	0.921348	1.314607	0.932584	15.325843	1.033708	2.089888	1.460674	22.741573	1.41573	1.52809	25.865169	1.438202	1.505618	2.685393	1.022472	30.505618	55.269663	45.067416	47.52809	1.089888	1.078652	1.0	0.786517	0.921348
CENPN	12.433915	1.117207	0.927681	3.610973	13.765586	0.947631	0.922693	1.067332	1.680798	0.937656	1.022444	10.543641	0.832918	1.975062	2.119701	16.249377	1.466334	9.157107	5.875312	1.526185	1.446384	1.451372	0.987531	1.107232	1.17207
CEP55	64.420561	0.934579	1.074766	1.28972	0.925234	0.990654	0.953271	1.271028	2.485981	0.953271	1.084112	0.897196	0.850467	10.439252	12.373832	1.0	7.953271	8.682243	7.757009	1.392523	1.205607	1.271028	1.009346	2.775701	1.654206
CEPT1	6.450161	1.797428	2.003215	1.877814	2.787781	4.620579	9.694534	3.614148	1.5209	2.508039	2.138264	0.726688	2.974277	0.993569	0.681672	1.508039	11.836013	3.099678	2.742765	2.967846	1.360129	0.78135	1.083601	0.845659	0.723473
CERK	8.21118	0.956522	23.888199	0.944099	0.956522	7.950311	5.254658	16.385093	15.627329	30.658385	25.975155	0.881988	26.732919	1.242236	0.944099	0.84472	0.832298	1.701863	2.645963	1.291925	1.031056	1.068323	1.055901	0.795031	0.919255
CFD	0.394495	80.654434	2.749235	0.314985	9.235474	50.272171	0.373089	46.831804	7.287462	0.565749	6.415902	0.59633	0.48318	0.53211	0.574924	0.553517	0.33945	0.348624	0.58104	0.46789	11.608563	0.498471	0.443425	10.761468	2.091743
CFP	1.213115	1.147541	48.808743	0.983607	3.508197	208.262295	1.071038	159.038251	2.459016	1.169399	2.939891	0.95082	0.95082	1.256831	0.994536	0.907104	0.885246	0.786885	1.289617	1.387978	1.15847	1.125683	1.071038	0.830601	0.994536
CHAC1	15.770925	0.92511	1.004405	1.145374	0.933921	0.986784	0.969163	1.180617	1.136564	0.977974	1.066079	0.889868	0.881057	5.356828	1.118943	1.638767	1.277533	0.854626	1.568282	22.185022	1.365639	1.242291	1.004405	0.77533	0.92511
CHI3L2	1.026415	111.984906	1.003774	0.913208	0.943396	0.928302	0.935849	1.162264	1.003774	2.709434	1.162264	0.867925	0.950943	1.358491	0.943396	0.875472	135.335849	118.286792	1.320755	117.14717	1.124528	1.064151	3.441509	0.709434	0.935849
CHST2	0.484808	1.690749	1.099257	0.513167	5.192438	1.019581	1.565159	1.089804	1.26131	0.544227	28.595544	38.668467	0.698177	0.802161	0.848076	0.912897	0.916948	0.656313	0.64551	2.995273	1.13842	0.510466	7.024983	0.284943	0.503714
CISH	1.257143	0.891429	1.017143	0.902857	1.28	1.005714	0.925714	1.165714	1.131429	7.302857	1.142857	0.857143	6.868571	1.222857	1.04	26.308571	0.811429	0.925714	1.165714	1.382857	1.142857	1.04	0.948571	0.8	0.902857
CKS2	237.738562	0.901961	32.013072	36.30719	258.150327	1.143791	2.588235	7.0	172.973856	0.980392	5.385621	172.712418	0.895425	45.27451	25.718954	35.437908	135.411765	55.69281	194.555556	6.784314	1.006536	9.117647	0.954248	64.751634	43.352941
CLC	1.14094	0.993289	1.060403	0.966443	1.006711	1.060403	1.060403	2.912752	209.221477	1.100671	1.194631	0.926174	0.979866	1.248322	1.006711	0.899329	0.885906	0.805369	1.275168	1.436242	1.127517	1.127517	1.073826	0.845638	0.979866
CLDN7	1.192308	0.948718	1.064103	7.820513	0.974359	1.025641	1.0	1.24359	1.230769	1.076923	1.166667	0.910256	0.948718	1.25641	20.192308	0.871795	0.858974	0.782051	1.24359	1.346154	1.141026	1.089744	1.038462	0.794872	0.961538
CLEC10A	0.879808	0.942308	38.884615	0.956731	0.927885	41.913462	0.971154	18.072115	1.947115	0.947115	1.105769	0.903846	0.889423	1.899038	1.0	0.879808	0.942308	0.677885	1.384615	1.5	1.639423	1.125	1.014423	0.846154	1.100962
CLEC11A	1.278689	1.0	1.147541	1.0	1.032787	1.327869	1.081967	2.983607	86.737705	1.114754	1.245902	0.95082	0.983607	3.639344	1.016393	0.934426	0.885246	0.819672	1.295082	1.409836	1.114754	5.655738	1.081967	0.852459	1.0
CLEC2D	1.409091	0.903409	2.977273	0.869318	0.903409	1.011364	8.170455	1.102273	1.073864	15.653409	2.613636	0.920455	22.795455	1.977273	0.931818	0.835227	1.267045	0.693182	1.306818	2.306818	1.590909	1.039773	0.982955	0.727273	1.017045
CLEC3B	0.182083	11.047342	0.343773	0.310269	0.436999	1.182811	0.17043	1.402768	0.364166	0.346686	0.230153	0.314639	0.225783	0.553532	0.420976	0.335033	0.371449	0.336489	0.543336	0.592862	2.337946	0.454479	2.321923	12.949745	3.831027
CLEC4A	1.128378	0.952703	30.804054	0.932432	1.074324	74.722973	3.972973	116.5	1.722973	1.243243	1.182432	0.932432	0.932432	1.581081	0.972973	0.864865	0.864865	0.72973	1.283784	1.702703	1.527027	1.101351	1.02027	0.75	1.0
CLEC7A	0.812968	0.902743	21.591022	0.857855	2.932668	93.112219	0.952618	126.42394	0.947631	0.962594	7.221945	0.877805	0.78803	1.411471	0.897756	0.713217	1.147132	0.72818	1.15212	1.910224	1.206983	1.057357	1.900249	0.708229	0.952618
CLIC3	1.182796	0.967742	263.021505	5.494624	0.978495	1.182796	1.451613	1.247312	1.204301	2.032258	420.430108	0.913978	11.645161	1.344086	1.0	0.88172	0.860215	0.774194	1.236559	1.408602	1.193548	1.096774	1.408602	0.806452	0.967742
CLIC4	1.559524	43.083333	1.047619	2.988095	0.916667	0.952381	1.404762	1.119048	1.095238	0.857143	1.02381	0.833333	0.77381	36.52381	0.940476	0.785714	1.702381	0.75	1.202381	1.333333	1.107143	57.642857	1.0	0.77381	1.22619
CLK4	1.373333	0.728	6.269333	0.488	1.138667	3.066667	17.928	2.896	2.461333	17.072	4.445333	4.853333	18.549333	0.6	0.421333	0.642667	0.613333	0.522667	0.626667	0.634667	0.610667	0.405333	1.661333	1.733333	1.498667
CLPB	2.393939	0.979798	1.080808	0.973064	2.734007	1.053872	0.976431	1.390572	1.23569	0.717172	1.0	1.0	0.895623	1.329966	1.531987	0.946128	1.181818	0.801347	1.265993	1.93266	1.198653	1.222222	1.023569	59.723906	15.37037
CLUHP3	5.076923	0.935897	2.141026	1.012821	0.884615	0.897436	4.346154	1.115385	1.192308	21.769231	1.115385	0.884615	27.410256	1.102564	0.961538	0.871795	0.871795	0.75641	1.205128	1.346154	1.217949	1.076923	1.025641	0.782051	0.974359
CNTRL	3.071161	0.883895	3.378277	0.868914	1.003745	1.161049	5.820225	2.898876	6.419476	7.992509	2.104869	0.853933	6.187266	1.168539	0.876404	1.325843	4.479401	2.209738	8.404494	1.573034	1.071161	1.003745	1.026217	7.325843	8.494382
COCH	7.401639	0.959016	1.229508	0.942623	1.893443	1.032787	2.5	1.221311	20.934426	1.0	1.098361	0.909836	0.901639	1.344262	0.97541	29.057377	0.860656	0.786885	1.262295	1.393443	1.204918	1.106557	1.090164	0.803279	0.991803
COIL	3.936842	0.978947	3.168421	1.0	6.094737	1.378947	6.694737	2.694737	10.663158	1.505263	5.305263	0.947368	0.989474	1.263158	1.0	0.884211	0.873684	0.8	1.252632	1.389474	1.284211	1.094737	1.010526	21.284211	21.578947
COL4A1	0.369844	55.800853	0.388336	2.638691	0.746799	0.41963	0.386913	0.553343	0.482219	0.389758	0.443812	0.381223	0.335704	62.874822	0.369844	0.40256	0.362731	0.307255	0.650071	0.665718	2.452347	47.366999	0.753912	2.660028	1.43101
COL4A2	0.058947	32.07255	0.036624	2.570283	0.053017	0.059295	0.041158	0.04639	0.048134	0.046739	0.043251	0.03767	0.053017	24.4782	1.392396	0.16219	0.088943	0.076038	0.192536	0.066969	1.167422	16.713987	0.894315	2.307639	1.61737
COL5A2	0.827586	65.755486	0.758621	2.626959	0.840125	0.77116	0.833856	0.940439	0.952978	0.777429	0.890282	0.815047	0.708464	79.510972	0.821317	0.76489	0.683386	0.626959	1.015674	1.216301	1.184953	187.278997	0.934169	1.736677	0.940439
COL6A1	1.186047	119.267442	1.05814	0.930233	0.94186	1.0	1.011628	1.22093	1.209302	1.034884	1.116279	0.872093	0.930233	6.755814	1.046512	0.848837	0.837209	0.755814	1.186047	1.302326	1.046512	192.0	1.0	1.395349	0.930233
COL6A2	0.189527	151.865963	0.212974	0.218835	0.480657	0.212974	0.257913	0.277452	0.250098	2.887847	5.670184	0.232513	4.628761	11.547479	0.195389	0.203204	0.162173	0.160219	0.255959	0.31653	0.898789	162.272372	0.889019	7.792106	1.475186
COL6A3	0.533044	389.703142	0.472373	0.450704	0.507042	0.537378	0.537378	0.615385	0.615385	0.541712	0.541712	0.433369	0.489707	61.867822	0.485374	1.031419	0.48104	0.368364	2.55688	0.693391	5.122427	222.400867	0.689057	18.448537	13.664139
COL9A3	1.080906	0.944984	1.339806	0.912621	0.925566	0.983819	1.132686	1.255663	1.229773	1.022654	0.860841	0.899676	0.854369	1.300971	89.281553	0.847896	0.770227	1.029126	1.229773	1.359223	1.139159	1.048544	5.275081	0.731392	0.919094
COMMD8	6.74552	1.200717	2.808244	4.672043	1.876344	5.487455	4.204301	3.996416	1.632616	1.09319	2.88172	0.689964	1.602151	0.539427	0.811828	0.283154	6.953405	2.433692	4.410394	1.707885	0.867384	2.564516	1.023297	1.980287	1.510753
CPE	0.213246	3.463598	0.187882	0.197276	0.170972	0.162518	0.182245	0.218882	0.203852	0.185063	0.181306	0.15876	0.171912	0.257398	0.18976	0.151245	0.148426	0.136214	0.216064	0.233913	0.229216	0.18976	17.490841	9.902302	3.136684
CPED1	1.145455	1.045455	2.109091	0.954545	0.972727	1.045455	1.809091	2.463636	1.218182	1.045455	1.127273	0.9	0.945455	1.209091	0.981818	30.736364	0.845455	0.772727	1.272727	1.345455	2.054545	1.109091	1.009091	0.827273	0.954545
CPNE1	6.556911	0.686992	2.601626	2.813008	1.195122	2.247967	5.5	1.97561	4.719512	11.589431	6.406504	1.747967	11.447154	5.02439	8.47561	2.150407	1.247967	16.313008	3.556911	4.560976	0.878049	4.780488	0.930894	0.739837	0.804878
CPVL	0.897196	0.785047	60.647975	0.70405	43.838006	186.211838	1.968847	105.183801	5.221184	0.866044	9.925234	3.912773	0.760125	1.05296	0.772586	1.028037	0.679128	2.193146	1.065421	1.17757	1.227414	0.82243	0.990654	0.741433	2.716511
CR2	105.25	0.97619	1.142857	0.964286	0.988095	1.047619	31.75	1.27381	1.25	1.083333	1.178571	0.916667	0.964286	1.25	0.988095	0.892857	193.428571	1.107143	10.285714	68.440476	1.154762	1.095238	1.047619	0.833333	0.964286
CRIP2	0.912863	0.878285	0.816044	3.174274	0.809129	0.864454	1.244813	0.926694	1.085754	1.217151	0.93361	0.677732	0.829876	39.854772	0.829876	0.650069	0.77455	0.580913	1.016598	1.127248	0.968188	19.598893	2.75242	1.113416	0.878285
CRISPLD2	0.531427	52.563559	0.621469	0.501412	0.619703	18.264477	0.533192	22.360523	0.633828	0.534958	0.586158	0.524364	0.474929	0.843927	0.683263	0.469633	0.464336	0.407839	0.70798	0.785664	2.161017	0.607345	0.843927	10.939266	1.933263
CRTAM	1.210728	0.942529	1.103448	0.97318	0.980843	1.854406	1.034483	1.279693	1.203065	4.321839	5.478927	0.942529	23.846743	1.900383	0.965517	0.8659	0.850575	0.735632	1.295019	1.54023	1.348659	1.118774	1.049808	0.812261	1.011494
CRYBB2P1	1.164912	0.912281	0.905263	0.905263	0.884211	0.940351	1.178947	1.073684	1.150877	0.947368	1.136842	0.870175	0.926316	1.347368	2.217544	0.835088	6.336842	0.687719	10.266667	5.817544	2.912281	1.178947	0.989474	0.77193	0.940351
CSF1R	1.138614	0.910891	24.049505	0.910891	1.821782	83.079208	0.990099	61.673267	1.613861	1.0	17.970297	0.861386	0.910891	1.158416	0.930693	0.851485	0.831683	0.752475	1.19802	1.306931	1.039604	1.049505	12.554455	0.792079	0.930693
CSF2RB	7.653846	0.974359	208.846154	0.987179	1.833333	55.628205	11.448718	71.5	98.064103	1.064103	4.064103	0.910256	0.948718	1.397436	0.987179	0.897436	1.192308	0.807692	2.705128	1.384615	1.141026	1.141026	1.064103	0.833333	0.961538
CSF3R	1.243243	0.986486	6.337838	0.986486	1.067568	162.405405	1.067568	175.945946	12.283784	1.081081	1.189189	0.932432	0.972973	1.310811	1.0	0.905405	0.891892	0.810811	1.27027	1.378378	1.162162	1.135135	1.067568	0.824324	0.986486
CST7	1.0	0.943548	1.08871	0.951613	0.766129	1.048387	0.959677	1.266129	3.822581	20.330645	417.177419	0.483871	58.201613	1.266129	6.459677	0.879032	0.870968	0.758065	1.225806	1.427419	1.217742	1.072581	1.048387	0.806452	0.975806
CSTA	1.004016	1.767068	59.461847	622.329317	5.180723	443.068273	0.947791	420.297189	31.815261	0.86747	5.831325	0.891566	0.746988	1.413655	0.859438	0.795181	0.75502	0.658635	3.807229	1.24498	1.839357	6.859438	1.116466	0.682731	0.899598
CTDSPL	0.807786	2.934307	0.812652	2.710462	1.002433	0.919708	0.749392	2.939173	5.104623	0.827251	0.754258	0.905109	0.725061	1.985401	16.934307	0.86618	0.768856	0.768856	1.211679	1.328467	1.167883	1.294404	1.03163	1.586375	0.953771
CTGF	0.623494	18.963855	0.587349	1.358434	2.240964	0.620482	0.587349	0.716867	0.966867	0.60241	0.63253	0.53012	0.551205	228.668675	0.623494	0.51506	0.503012	0.439759	0.792169	0.789157	0.61747	176.542169	0.948795	4.442771	1.756024
CTSG	1.193333	0.953333	0.886667	0.926667	0.833333	0.813333	1.006667	11.58	71.68	0.94	0.893333	0.726667	0.893333	1.626667	1.066667	0.86	0.886667	1.606667	1.626667	3.32	3.353333	0.966667	1.066667	0.793333	1.08
CTSK	0.756477	168.772021	0.683938	0.880829	1.067358	1.010363	0.80829	3.979275	0.373057	0.917098	0.720207	0.585492	0.974093	0.564767	0.569948	0.694301	0.746114	0.606218	1.093264	1.067358	1.010363	57.357513	1.668394	3.740933	0.989637
CTSW	1.191011	1.0	1.719101	0.977528	1.022472	1.078652	1.067416	1.247191	7.651685	112.348315	369.808989	0.94382	259.617978	1.325843	1.0	0.910112	0.88764	0.808989	1.280899	1.426966	1.213483	1.146067	1.078652	0.831461	0.988764
CUTC	14.324675	9.792208	4.142857	1.714286	2.857143	2.363636	6.363636	1.662338	7.12987	2.727273	6.454545	0.948052	4.051948	1.155844	0.844156	0.87013	19.207792	2.675325	19.480519	2.714286	3.246753	1.038961	0.987013	5.714286	4.441558
CX3CR1	0.796117	0.770227	35.093851	0.679612	1.126214	143.177994	0.731392	100.537217	1.093851	7.605178	470.278317	0.834951	66.414239	1.022654	0.744337	0.679612	0.699029	0.588997	1.016181	1.132686	1.139159	0.880259	39.333333	0.634304	0.886731
CXADR	0.318101	0.192285	0.326409	2.554303	4.880712	0.313353	0.293175	0.338279	1.745994	0.289614	0.221958	0.540059	0.236202	0.813056	4.18635	0.313353	0.34184	0.307418	0.950742	0.576855	0.471217	0.300297	0.621958	13.18457	5.230861
CXCL1	1.058824	0.927336	0.961938	14.581315	0.941176	1.024221	0.975779	1.67474	1.197232	0.975779	1.072664	0.913495	0.851211	58.055363	0.961938	0.865052	0.851211	0.740484	1.252595	1.404844	1.252595	1017.33564	1.031142	0.754325	1.044983
CXCL10	0.960177	1.061947	0.69469	0.721239	0.938053	1.030973	0.716814	1.110619	0.827434	0.699115	0.849558	0.89823	0.69469	1.60177	0.80531	0.876106	2.119469	0.743363	18.721239	1.287611	1.088496	1.070796	1.026549	0.818584	1.013274
CXCL2	0.900498	0.860697	15.567164	5.114428	3.547264	0.995025	0.915423	106.661692	3.910448	0.771144	1.00995	0.850746	0.701493	2.895522	0.845771	0.756219	0.716418	0.636816	1.139303	1.333333	1.343284	114.049751	3.925373	0.711443	0.955224
CXCL3	1.055394	0.956268	1.037901	0.991254	0.956268	1.049563	1.03207	2.868805	1.632653	0.956268	1.125364	0.927114	0.90379	2.51312	0.979592	1.102041	0.833819	0.787172	1.341108	1.510204	1.399417	168.892128	0.979592	0.781341	1.014577
CXCL6	1.01083	0.924188	0.960289	0.888087	0.953069	1.039711	0.974729	1.148014	1.133574	0.960289	1.061372	0.953069	0.866426	30.353791	0.945848	0.844765	0.880866	0.729242	1.3213	1.696751	1.34296	526.830325	1.01083	0.722022	1.00361
CXCR4	15.557252	0.824427	339.572519	0.824427	1.160305	132.564885	669.526718	92.366412	96.442748	784.351145	263.89313	0.778626	673.633588	1.038168	0.961832	0.748092	12.793893	140.549618	199.053435	6.580153	0.916031	0.946565	1.618321	0.717557	0.824427
CXCR5	1.232558	1.023256	1.465116	0.988372	0.965116	1.046512	59.139535	1.267442	1.232558	1.290698	1.139535	0.930233	0.930233	1.244186	1.0	0.906977	1.267442	0.813953	9.546512	6.860465	1.802326	1.186047	1.22093	0.860465	0.988372
CYB5R2	0.964169	0.912052	0.86645	0.977199	0.85342	0.912052	0.859935	1.14658	1.035831	0.833876	0.964169	0.859935	0.749186	1.413681	1.114007	0.846906	0.781759	0.684039	1.140065	1.368078	1.270358	1.074919	1.465798	28.703583	11.628664
CYBB	1.358491	1.031447	105.358491	0.968553	0.993711	130.352201	20.72956	197.786164	1.27044	1.069182	4.125786	0.930818	0.955975	1.283019	0.993711	0.893082	0.880503	0.792453	1.27044	1.396226	1.660377	1.119497	1.056604	0.81761	0.981132
CYLD	1.111111	0.597531	1.461728	0.602469	0.51358	0.883951	3.012346	1.619753	1.520988	39.575309	3.822222	0.592593	17.71358	0.68642	0.454321	0.592593	0.82963	0.632099	1.496296	1.748148	1.106173	0.711111	2.306173	0.54321	0.755556
CYR61	0.264203	20.414784	0.212183	11.175907	0.246407	0.234086	0.223135	0.297057	0.240931	0.221766	0.251882	0.213552	0.209446	21.403149	12.695414	0.201232	0.225873	0.179329	0.308008	0.275154	0.44627	61.182752	1.645448	4.054757	1.589322
CYTH4	1.282353	0.964706	52.223529	0.976471	1.0	5.4	1.223529	14.141176	1.552941	9.352941	10.835294	0.929412	8.094118	1.611765	1.0	0.905882	0.870588	0.905882	1.258824	1.411765	1.152941	1.105882	1.094118	0.8	0.964706
CYTL1	1.25	0.985294	1.102941	0.985294	4.588235	1.044118	1.073529	1.294118	84.779412	1.102941	1.235294	0.926471	0.970588	1.25	1.0	0.897059	0.882353	0.808824	1.264706	1.397059	1.235294	1.132353	1.073529	0.838235	0.985294
DAAM2	0.797468	0.772152	0.71519	0.658228	1.031646	0.71519	0.778481	0.917722	0.949367	0.708861	0.78481	0.765823	0.664557	0.924051	0.753165	0.658228	0.601266	0.803797	0.879747	1.025316	1.050633	0.886076	76.803797	4.759494	0.835443
DBNDD2	0.525199	0.633952	1.840849	1.721485	0.557029	0.93634	0.408488	1.103448	1.087533	0.732095	1.549072	0.721485	0.551724	0.896552	4.190981	0.848806	0.551724	1.0	0.896552	0.832891	1.843501	0.496021	114.615385	0.830239	0.814324
DCP2	12.135922	0.61165	6.912621	0.579288	12.161812	2.381877	3.249191	8.501618	10.433657	7.61165	10.032362	1.543689	12.226537	0.815534	0.686084	15.860841	6.705502	11.754045	8.184466	1.912621	0.7411	0.951456	0.857605	1.297735	0.695793
DCPS	52.022676	0.938776	37.931973	1.360544	2.879819	3.981859	5.954649	7.201814	6.331066	2.104308	5.845805	0.866213	3.070295	1.251701	2.598639	0.888889	1.659864	1.0839	1.333333	12.231293	2.00907	1.056689	0.993197	0.875283	0.798186
DCUN1D1	10.254072	0.912052	6.286645	0.918567	17.967427	1.62215	2.09772	4.162866	4.384365	1.400651	8.09772	76.827362	1.211726	1.283388	0.85342	0.794788	2.052117	3.218241	4.501629	1.315961	1.114007	0.996743	1.120521	1.368078	0.95114
DDAH2	1.090909	1.191919	9.59596	0.868687	1.373737	2.0	4.565657	1.575758	13.59596	1.060606	3.454545	0.919192	0.939394	4.414141	2.050505	0.868687	0.858586	15.080808	1.090909	1.353535	1.040404	2.181818	3.30303	0.818182	0.969697
DDIT4	18.435229	2.008622	7.410799	17.129542	0.205297	0.70581	0.85116	0.227879	0.39417	2.665982	15.382057	0.043933	1.369739	4.564976	1.499487	4.734551	4.815438	2.047218	0.315746	24.607678	1.047424	5.541778	1.663724	0.385958	0.227469
DDX10	12.355932	0.932203	3.288136	3.118644	4.237288	1.864407	10.033898	2.932203	6.728814	1.152542	8.898305	0.881356	2.152542	1.186441	0.966102	4.152542	15.949153	1.694915	6.254237	1.559322	1.050847	2.288136	1.016949	1.118644	1.016949
DDX11	2.071006	0.899408	2.118343	0.869822	1.461538	0.680473	1.284024	1.023669	5.065089	1.964497	1.0	3.491124	1.426036	1.177515	2.775148	1.739645	2.112426	5.615385	3.769231	2.656805	1.08284	0.982249	0.970414	1.071006	0.946746
DDX27	4.238671	0.858006	11.800604	1.178248	3.096677	2.546828	12.543807	8.519637	14.141994	6.160121	13.507553	1.006042	4.256798	0.879154	2.280967	1.030211	0.978852	1.0	1.990937	1.287009	1.063444	0.993958	0.987915	1.030211	1.054381
DDX39A	27.131351	0.392813	8.798017	3.945477	12.831475	3.506815	7.859975	5.64684	13.313507	10.889715	7.983891	7.39653	11.271375	1.358116	5.084263	15.840149	9.526642	16.215613	27.447336	8.493185	0.448575	0.85254	1.068154	17.096654	14.567534
DDX3Y	0.678501	0.639053	18.019724	0.615385	13.455621	10.516765	0.844181	57.037475	57.384615	26.966469	35.672584	2.327416	15.447732	1.140039	0.658777	0.587771	23.329389	4.33925	8.078895	32.532544	1.140039	4.027613	1.120316	4.923077	1.021696
DENND2D	154.471074	0.842975	9.140496	0.876033	0.991736	2.322314	30.429752	2.016529	2.429752	249.933884	200.214876	0.785124	224.190083	1.107438	0.950413	0.785124	0.743802	30.454545	5.495868	1.322314	1.016529	1.008264	0.92562	0.735537	1.024793
DEPDC1	3.460317	1.0	1.111111	1.0	14.079365	1.079365	1.079365	1.301587	1.920635	1.095238	1.206349	6.047619	0.984127	2.52381	1.0	0.904762	1.253968	0.809524	1.269841	1.396825	1.15873	1.142857	1.063492	0.984127	1.301587
DEPTOR	1.046296	1.712963	0.981481	0.814815	0.902778	0.916667	0.925926	1.037037	2.981481	0.939815	0.962963	0.805556	0.768519	1.240741	0.837963	0.796296	0.976852	0.708333	18.828704	1.268519	9.287037	1.328704	1.069444	0.759259	0.949074
DES	1.122172	0.904977	0.977376	0.914027	0.968326	0.986425	1.004525	1.502262	1.547511	1.022624	1.21267	1.004525	0.914027	1.339367	0.959276	0.959276	0.832579	0.742081	1.20362	1.384615	1523.104072	1.058824	0.986425	75.067873	4.316742
DESI2	11.37037	4.322222	3.318519	5.92963	1.174074	1.359259	3.22963	2.074074	6.011111	1.966667	6.107407	0.422222	1.774074	4.192593	4.814815	5.385185	32.418519	9.348148	28.603704	2.503704	0.381481	13.933333	0.374074	20.540741	16.855556
DFNA5	80.058091	3.352697	0.419087	21.298755	0.622407	0.506224	0.809129	0.759336	0.564315	0.456432	0.456432	0.672199	0.385892	1.680498	0.53112	2.439834	0.966805	0.655602	1.141079	1.248963	0.983402	7.078838	8.564315	6.481328	0.900415
