GENE	721_B_lymphoblasts	Adipocyte	BDCA4+_DentriticCells	BronchialEpithelialCells	CD105+_Endothelial	CD14+_Monocytes	CD19+_BCells(neg	CD33+_Myeloid	CD34+	CD4+_Tcells	CD56+_NKCells	CD71+_EarlyErythroid	CD8+_Tcells	CardiacMyocytes	Colorectaladenocarcinoma	Leukemia_chronicMyelogenousK-562	Leukemia_promyelocytic-HL-60	Leukemialymphoblastic(MOLT-4)	Lymphoma_burkitts(Daudi)	Lymphoma_burkitts(Raji)	SkeletalMuscle	SmoothMuscle	Spinalcord	TestisGermCell	TestisLeydigCell
CEP55	1.0	0.003029	0.00523	0.008606	0.002882	0.003909	0.003322	0.008312	0.027392	0.003322	0.005377	0.002442	0.001708	0.152288	0.182668	0.004056	0.113249	0.124696	0.110167	0.01022	0.007285	0.008312	0.004203	0.031941	0.014329
CEPT1	0.517152	0.100029	0.118478	0.107236	0.188815	0.353128	0.808014	0.2629	0.075238	0.163736	0.130585	0.004036	0.205535	0.027962	0.0	0.074085	1.0	0.216777	0.184779	0.204958	0.060824	0.008936	0.036033	0.014702	0.003748
CERK	0.248336	0.005408	0.773295	0.004992	0.005408	0.239601	0.149334	0.522047	0.496672	1.0	0.843178	0.002912	0.868552	0.014975	0.004992	0.001664	0.001248	0.030366	0.06198	0.016639	0.007903	0.009151	0.008735	0.0	0.00416
CFD	0.00099	1.0	0.0303	0.0	0.111035	0.621826	0.000723	0.579003	0.086788	0.003121	0.075939	0.003502	0.002094	0.002703	0.003236	0.002969	0.000305	0.000419	0.003312	0.001903	0.140573	0.002284	0.001599	0.130029	0.022116
CFP	0.002054	0.001738	0.231458	0.000948	0.013116	1.0	0.00137	0.762748	0.008059	0.001844	0.010377	0.00079	0.00079	0.002265	0.001001	0.000579	0.000474	0.0	0.002423	0.002897	0.001791	0.001633	0.00137	0.000211	0.001001
CHAC1	0.703473	0.017145	0.020811	0.027328	0.017552	0.019996	0.019182	0.028957	0.026921	0.019589	0.023662	0.015516	0.015108	0.222025	0.026106	0.050138	0.033438	0.013886	0.046879	1.0	0.037511	0.031808	0.020811	0.010221	0.017145
CHI3L2	0.002355	0.82655	0.002186	0.001514	0.001738	0.001626	0.001682	0.003364	0.002186	0.014856	0.003364	0.001177	0.001794	0.004821	0.001738	0.001233	1.0	0.87336	0.004541	0.864895	0.003083	0.002635	0.020294	0.0	0.001682
CHST2	0.005207	0.036625	0.021215	0.005946	0.127854	0.019139	0.033353	0.020969	0.025437	0.006755	0.737572	1.0	0.010766	0.013475	0.014671	0.01636	0.016466	0.009675	0.009394	0.070612	0.022236	0.005876	0.175597	0.0	0.0057
CISH	0.017921	0.003584	0.008513	0.004032	0.018817	0.008065	0.004928	0.014337	0.012993	0.254928	0.013441	0.00224	0.237903	0.016577	0.009409	1.0	0.000448	0.004928	0.014337	0.022849	0.013441	0.009409	0.005824	0.0	0.004032
CKS2	0.920655	2.5e-05	0.12096	0.137652	1.0	0.000965	0.00658	0.02373	0.668902	0.00033	0.017454	0.667886	0.0	0.17251	0.096494	0.134273	0.522891	0.213008	0.752795	0.022891	0.000432	0.031961	0.000229	0.248222	0.165041
CLC	0.004203	0.003496	0.003818	0.003368	0.003561	0.003818	0.003818	0.012682	1.0	0.00401	0.00446	0.003175	0.003432	0.004717	0.003561	0.003047	0.002982	0.002597	0.004845	0.005616	0.004139	0.004139	0.003882	0.00279	0.003432
CLDN7	0.023891	0.011377	0.017304	0.364409	0.012694	0.015328	0.014011	0.026525	0.025867	0.017963	0.022574	0.009401	0.011377	0.027184	1.0	0.007425	0.006766	0.002814	0.026525	0.031794	0.021256	0.018622	0.015987	0.003473	0.012035
CLEC10A	0.012411	0.013915	0.927102	0.014262	0.013568	1.0	0.014609	0.426191	0.038098	0.014031	0.017849	0.012989	0.012642	0.036941	0.015303	0.012411	0.013915	0.007551	0.02456	0.027337	0.030693	0.018312	0.015651	0.011601	0.017733
CLEC11A	0.006428	0.003187	0.004903	0.003187	0.003569	0.006999	0.00414	0.02625	1.0	0.004522	0.006046	0.002616	0.002997	0.033873	0.003378	0.002425	0.001853	0.001091	0.006618	0.007952	0.004522	0.057317	0.00414	0.001472	0.003187
CLEC2D	0.032391	0.009512	0.103342	0.007969	0.009512	0.014396	0.338303	0.018509	0.017224	0.676864	0.086889	0.010283	1.0	0.058098	0.010797	0.006427	0.025964	0.0	0.027763	0.073008	0.040617	0.015681	0.013111	0.001542	0.014653
CLEC3B	0.000912	0.851134	0.013564	0.010943	0.020859	0.07922	0.0	0.096432	0.01516	0.013792	0.004673	0.011285	0.004331	0.029978	0.019606	0.01288	0.01573	0.012994	0.02918	0.033056	0.169611	0.022227	0.168357	1.0	0.286447
CLEC4A	0.003443	0.001926	0.259776	0.001751	0.002977	0.639139	0.028014	1.0	0.008579	0.004436	0.00391	0.001751	0.001751	0.007354	0.002101	0.001167	0.001167	0.0	0.004786	0.008404	0.006887	0.00321	0.00251	0.000175	0.002335
CLEC7A	0.003477	0.004189	0.168318	0.003833	0.020293	0.735724	0.004585	1.0	0.004545	0.004664	0.054322	0.003991	0.003279	0.008225	0.004149	0.002685	0.006128	0.002804	0.006167	0.012182	0.006603	0.005416	0.012103	0.002646	0.004585
CLIC3	0.002315	0.001803	0.625414	0.012576	0.001829	0.002315	0.002954	0.002468	0.002366	0.004336	1.0	0.001675	0.027212	0.002699	0.00188	0.001598	0.001547	0.001342	0.002443	0.002852	0.00234	0.00211	0.002852	0.001419	0.001803
CLIC4	0.014229	0.744089	0.005231	0.039339	0.002929	0.003557	0.011509	0.006487	0.006068	0.001883	0.004813	0.001465	0.000419	0.628793	0.003348	0.000628	0.01674	0.0	0.007951	0.010253	0.006277	1.0	0.004394	0.000419	0.00837
CLK4	0.053351	0.017784	0.323192	0.004556	0.040417	0.146678	0.965755	0.137272	0.113316	0.918577	0.222663	0.24515	1.0	0.010729	0.000882	0.013081	0.011464	0.006467	0.012199	0.01264	0.011317	0.0	0.069224	0.073192	0.060259
CLPB	0.028417	0.004451	0.006163	0.004337	0.03418	0.005706	0.004394	0.011412	0.008787	0.0	0.004793	0.004793	0.003024	0.010385	0.013809	0.00388	0.007874	0.001427	0.009301	0.020599	0.00816	0.008559	0.005193	1.0	0.248331
CLUHP3	0.162097	0.006734	0.051948	0.00962	0.00481	0.005291	0.13468	0.013468	0.016354	0.78836	0.013468	0.00481	1.0	0.012987	0.007696	0.004329	0.004329	0.0	0.016835	0.022126	0.017316	0.012025	0.010101	0.000962	0.008177
CNTRL	0.290196	0.003921	0.330392	0.001961	0.019608	0.040196	0.65	0.267647	0.728431	0.934314	0.163725	0.0	0.698039	0.041176	0.002941	0.061765	0.47451	0.177451	0.988235	0.094118	0.028431	0.019608	0.022549	0.847059	1.0
COCH	0.236407	0.009237	0.018775	0.008659	0.042186	0.011838	0.063573	0.018486	0.713581	0.010682	0.014151	0.007503	0.007214	0.022821	0.009815	1.0	0.005769	0.003168	0.019931	0.024555	0.017908	0.01444	0.013861	0.003746	0.010393
COIL	0.150963	0.008612	0.113982	0.009625	0.254813	0.027862	0.283688	0.091185	0.474671	0.033941	0.216819	0.007092	0.009119	0.02229	0.009625	0.004053	0.003546	0.0	0.021783	0.028369	0.023303	0.014184	0.010132	0.985816	1.0
COL4A1	0.001	0.886939	0.001296	0.037263	0.007025	0.001796	0.001273	0.003933	0.002796	0.001319	0.002183	0.001182	0.000455	1.0	0.001	0.001523	0.000887	0.0	0.005479	0.005729	0.034284	0.752143	0.007139	0.037604	0.017961
COL4A2	0.000697	1.0	0.0	0.079088	0.000512	0.000708	0.000142	0.000305	0.000359	0.000316	0.000207	3.3e-05	0.000512	0.762943	0.04232	0.00392	0.001633	0.00123	0.004867	0.000947	0.035298	0.520583	0.026773	0.07089	0.049343
COL5A2	0.001075	0.34893	0.000705	0.010715	0.001142	0.000773	0.001108	0.001679	0.001747	0.000806	0.001411	0.001008	0.000437	0.422626	0.001041	0.000739	0.000302	0.0	0.002083	0.003157	0.002989	1.0	0.001646	0.005945	0.001679
COL6A1	0.002599	0.61982	0.00193	0.001261	0.001322	0.001626	0.001687	0.002781	0.00272	0.001808	0.002234	0.000957	0.001261	0.031712	0.001869	0.000836	0.000775	0.00035	0.002599	0.003206	0.001869	1.0	0.001626	0.003693	0.001261
COL6A2	0.000181	0.935807	0.000325	0.000362	0.001977	0.000325	0.000603	0.000723	0.000554	0.016826	0.033989	0.000446	0.027565	0.070243	0.000217	0.000265	1.2e-05	0.0	0.000591	0.000964	0.004556	1.0	0.004496	0.047078	0.008111
COL6A3	0.000423	1.0	0.000267	0.000211	0.000356	0.000434	0.000434	0.000634	0.000634	0.000445	0.000445	0.000167	0.000312	0.15796	0.000301	0.001703	0.000289	0.0	0.005621	0.000835	0.012211	0.570287	0.000824	0.046439	0.03415
COL9A3	0.003947	0.002412	0.006871	0.002047	0.002193	0.002851	0.004532	0.005921	0.005628	0.003289	0.001462	0.0019	0.001389	0.006432	1.0	0.001316	0.000439	0.003362	0.005628	0.00709	0.004605	0.003582	0.051312	0.0	0.00212
COMMD8	0.968834	0.13756	0.37856	0.65798	0.23885	0.780226	0.587856	0.55669	0.202311	0.12144	0.389575	0.060989	0.197743	0.03842	0.079258	0.0	1.0	0.322407	0.618753	0.213595	0.087587	0.34202	0.110962	0.254433	0.184041
CPE	0.004439	0.191729	0.002977	0.003518	0.002003	0.001516	0.002652	0.004763	0.003897	0.002815	0.002598	0.001299	0.002057	0.006983	0.003085	0.000866	0.000704	0.0	0.004601	0.00563	0.005359	0.003085	1.0	0.562737	0.172892
CPED1	0.015935	0.012609	0.047981	0.009586	0.010191	0.012609	0.038005	0.059772	0.018354	0.012609	0.01533	0.007772	0.009284	0.018051	0.010493	1.0	0.005958	0.00354	0.020168	0.022586	0.046167	0.014726	0.0114	0.005354	0.009586
CPNE1	0.37565	0.0	0.122529	0.136056	0.032518	0.099896	0.308012	0.082466	0.258064	0.697711	0.366025	0.067898	0.688606	0.277575	0.498439	0.093652	0.0359	1.0	0.183663	0.247919	0.012227	0.261967	0.015609	0.003382	0.007544
CPVL	0.001175	0.000571	0.323225	0.000134	0.232621	1.0	0.006951	0.563268	0.024481	0.001007	0.049835	0.017429	0.000437	0.002015	0.000504	0.001881	0.0	0.00816	0.002082	0.002687	0.002955	0.000772	0.001679	0.000336	0.010981
CR2	0.543044	0.00268	0.003544	0.002619	0.002742	0.003051	0.162155	0.004223	0.004099	0.003236	0.003729	0.002372	0.002619	0.004099	0.002742	0.002249	1.0	0.003359	0.050924	0.352291	0.003606	0.003297	0.003051	0.00194	0.002619
CRIP2	0.008452	0.007572	0.005987	0.066033	0.005811	0.00722	0.016904	0.008804	0.012854	0.0162	0.00898	0.002465	0.006339	1.0	0.006339	0.001761	0.00493	0.0	0.011094	0.013911	0.009861	0.48424	0.055291	0.013559	0.007572
CRISPLD2	0.00237	1.0	0.004096	0.001794	0.004062	0.342372	0.002403	0.420907	0.004333	0.002437	0.003419	0.002234	0.001286	0.008361	0.005281	0.001185	0.001083	0.0	0.005755	0.007244	0.033614	0.003825	0.008361	0.201923	0.029247
CRTAM	0.022357	0.010774	0.017724	0.012098	0.012429	0.050158	0.014746	0.025336	0.022027	0.156725	0.2067	0.010774	1.0	0.052143	0.011767	0.007464	0.006803	0.001838	0.025998	0.036589	0.028315	0.018386	0.015407	0.005148	0.013753
CRYBB2P1	0.049817	0.023443	0.022711	0.022711	0.020513	0.026374	0.051282	0.040293	0.048352	0.027106	0.046886	0.019048	0.024908	0.068864	0.159707	0.015385	0.589744	0.0	1.0	0.535531	0.232234	0.051282	0.031502	0.008791	0.026374
CSF1R	0.006285	0.003523	0.284131	0.003523	0.01457	1.0	0.004484	0.740404	0.012048	0.004604	0.210407	0.002923	0.003523	0.006525	0.003763	0.002803	0.002563	0.001602	0.007005	0.008326	0.005084	0.005204	0.144728	0.002082	0.003763
CSF2RB	0.03326	0.001165	1.0	0.001226	0.005292	0.263779	0.051494	0.340044	0.467686	0.001596	0.016011	0.000857	0.001041	0.003197	0.001226	0.000795	0.002212	0.000364	0.009481	0.003136	0.001965	0.001965	0.001596	0.000487	0.001103
CSF3R	0.006364	0.004904	0.03534	0.004904	0.005365	0.922987	0.005365	1.0	0.069158	0.005442	0.006056	0.004596	0.004827	0.006748	0.00498	0.004442	0.004366	0.003904	0.006518	0.007132	0.005903	0.005749	0.005365	0.003981	0.004904
CST7	0.001239	0.001103	0.001452	0.001123	0.000677	0.001355	0.001142	0.001877	0.008012	0.047629	1.0	0.0	0.138514	0.001877	0.014341	0.000948	0.000929	0.000658	0.001781	0.002264	0.001761	0.001413	0.001355	0.000774	0.001181
CSTA	0.000756	0.001983	0.094771	1.0	0.007473	0.711704	0.000666	0.675083	0.050308	0.000537	0.00852	0.000575	0.000343	0.001415	0.000524	0.00042	0.000356	0.000201	0.005264	0.001144	0.0021	0.010173	0.000937	0.000239	0.000588
CTDSPL	0.005104	0.136295	0.005404	0.122486	0.017112	0.012008	0.001501	0.136596	0.270189	0.006304	0.001801	0.011108	0.0	0.077754	1.0	0.008706	0.002702	0.002702	0.030021	0.037226	0.027319	0.035125	0.018913	0.053137	0.01411
CTGF	0.002479	0.082704	0.002321	0.005694	0.009554	0.002466	0.002321	0.002887	0.003981	0.002387	0.002518	0.002071	0.002163	1.0	0.002479	0.002005	0.001952	0.001675	0.003217	0.003204	0.002453	0.771987	0.003902	0.019185	0.007433
CTSG	0.012539	0.009177	0.008243	0.008803	0.007496	0.007215	0.009924	0.158048	1.0	0.00899	0.008336	0.006001	0.008336	0.018609	0.010764	0.007869	0.008243	0.018329	0.018609	0.042332	0.042799	0.009363	0.010764	0.006935	0.010951
CTSK	0.002277	1.0	0.001846	0.003015	0.004123	0.003785	0.002585	0.021415	0.0	0.003231	0.002061	0.001261	0.003569	0.001138	0.001169	0.001908	0.002215	0.001385	0.004277	0.004123	0.003785	0.33839	0.007692	0.019999	0.003661
CTSW	0.001043	0.000525	0.002474	0.000465	0.000586	0.000739	0.000708	0.001195	0.018552	0.30228	1.0	0.000373	0.701382	0.001408	0.000525	0.000282	0.000221	8e-06	0.001287	0.001682	0.001104	0.000921	0.000739	6.9e-05	0.000495
CUTC	0.723345	0.480139	0.177003	0.04669	0.108014	0.081533	0.296167	0.043902	0.337282	0.101045	0.301045	0.005575	0.172125	0.016725	0.0	0.001394	0.985366	0.098258	1.0	0.100348	0.12892	0.010453	0.007665	0.261324	0.193031
CX3CR1	0.000454	0.000398	0.073475	0.000206	0.001156	0.30359	0.000316	0.212806	0.001087	0.01495	1.0	0.000536	0.140157	0.000936	0.000343	0.000206	0.000247	1.3e-05	0.000922	0.00117	0.001184	0.000633	0.082501	0.000109	0.000647
CXADR	0.020821	0.011246	0.021453	0.191003	0.36805	0.02046	0.018924	0.022357	0.129488	0.018653	0.013504	0.037713	0.014588	0.058489	0.315207	0.02046	0.022628	0.020008	0.068967	0.040513	0.032474	0.019466	0.043946	1.0	0.394698
CXCL1	0.000755	0.000626	0.00066	0.014051	0.000639	0.000721	0.000673	0.001361	0.000891	0.000673	0.000769	0.000612	0.000551	0.056796	0.00066	0.000564	0.000551	0.000442	0.000945	0.001095	0.000945	1.0	0.000728	0.000456	0.000741
CXCL10	0.044884	0.050357	0.030607	0.032035	0.043695	0.048691	0.031797	0.052974	0.037746	0.030845	0.038936	0.041553	0.030607	0.079386	0.036556	0.040363	0.107226	0.033225	1.0	0.062492	0.051785	0.050833	0.048453	0.03727	0.04774
CXCL2	0.005224	0.004875	0.13417	0.042272	0.028494	0.006055	0.005356	0.935046	0.031687	0.004087	0.006187	0.004787	0.003475	0.022764	0.004743	0.003956	0.003606	0.002906	0.007324	0.00903	0.009117	1.0	0.031818	0.003562	0.005706
CXCL3	0.00454	0.003952	0.004436	0.00416	0.003952	0.004505	0.004402	0.015296	0.007964	0.003952	0.004955	0.003779	0.003641	0.013186	0.00409	0.004817	0.003226	0.002949	0.006235	0.007238	0.00658	1.0	0.00409	0.002915	0.004298
CXCL6	0.001371	0.001206	0.001275	0.001137	0.001261	0.001425	0.001302	0.001631	0.001604	0.001275	0.001467	0.001261	0.001096	0.057098	0.001247	0.001055	0.001124	0.000836	0.00196	0.002673	0.002001	1.0	0.001371	0.000822	0.001357
CXCR4	0.018937	0.000136	0.432415	0.000136	0.000565	0.168251	0.853472	0.116954	0.122156	1.0	0.33584	7.8e-05	0.858713	0.000409	0.000312	3.9e-05	0.015411	0.178441	0.253098	0.007481	0.000253	0.000292	0.001149	0.0	0.000136
CXCR5	0.008311	0.004727	0.012294	0.004129	0.003731	0.005125	1.0	0.008908	0.008311	0.009307	0.006718	0.003133	0.003133	0.00851	0.004328	0.002735	0.008908	0.001142	0.150692	0.104692	0.018069	0.007514	0.008112	0.001939	0.004129
CYB5R2	0.012305	0.01045	0.008826	0.012769	0.008362	0.01045	0.008594	0.0188	0.014857	0.007666	0.012305	0.008594	0.004651	0.028311	0.017641	0.00813	0.00581	0.002331	0.018568	0.026687	0.023208	0.016249	0.030166	1.0	0.392027
CYBB	0.00617	0.004515	0.53236	0.004197	0.004324	0.658816	0.104178	1.0	0.005724	0.004706	0.020171	0.004006	0.004133	0.005788	0.004324	0.003815	0.003751	0.003306	0.005724	0.00636	0.007697	0.00496	0.004642	0.003433	0.00426
CYLD	0.016789	0.003661	0.025751	0.003787	0.001515	0.010982	0.065388	0.02979	0.027266	1.0	0.086089	0.003534	0.441176	0.005933	0.0	0.003534	0.009594	0.004544	0.026635	0.033072	0.016662	0.006564	0.047337	0.002272	0.0077
CYR61	0.001391	0.33171	0.000539	0.180262	0.0011	0.000898	0.000718	0.00193	0.00101	0.000696	0.001189	0.000561	0.000494	0.347912	0.20517	0.000359	0.000763	0.0	0.002109	0.001571	0.004376	1.0	0.024033	0.063528	0.023113
CYTH4	0.00938	0.003203	1.0	0.003432	0.003889	0.089453	0.008236	0.259437	0.014642	0.166323	0.19515	0.002517	0.141844	0.015786	0.003889	0.002059	0.001373	0.002059	0.008922	0.011897	0.006863	0.005948	0.00572	0.0	0.003203
CYTL1	0.010918	0.007783	0.009177	0.007783	0.050446	0.00848	0.008828	0.01144	1.0	0.009177	0.010744	0.007087	0.007609	0.010918	0.007958	0.006739	0.006565	0.005694	0.011092	0.012659	0.010744	0.009525	0.008828	0.006042	0.007783
DAAM2	0.007648	0.007317	0.006574	0.00583	0.010705	0.006574	0.0074	0.009218	0.009631	0.006491	0.007483	0.007235	0.005913	0.009301	0.007069	0.00583	0.005086	0.007731	0.008722	0.010623	0.010953	0.008805	1.0	0.059377	0.008144
DBNDD2	0.001022	0.001974	0.012542	0.011497	0.001301	0.004622	0.0	0.006085	0.005946	0.002834	0.009987	0.002741	0.001254	0.004274	0.03312	0.003855	0.001254	0.005179	0.004274	0.003716	0.012565	0.000766	1.0	0.003693	0.003554
DCP2	0.756247	0.002118	0.414443	0.0	0.757942	0.117958	0.174714	0.518424	0.644854	0.460186	0.618594	0.063109	0.762177	0.01546	0.006989	1.0	0.400889	0.731258	0.49767	0.087251	0.010589	0.024354	0.018213	0.047014	0.007624
DCPS	1.0	0.002745	0.724923	0.010978	0.040637	0.062151	0.100664	0.125011	0.108012	0.025498	0.098539	0.001328	0.044356	0.008853	0.035148	0.001771	0.016822	0.005578	0.010447	0.223196	0.023639	0.005046	0.003807	0.001505	0.0
DCUN1D1	0.124411	0.001542	0.07223	0.001628	0.225859	0.010882	0.017136	0.044298	0.047211	0.007968	0.09605	1.0	0.005484	0.006426	0.000771	0.0	0.016537	0.031874	0.048753	0.006855	0.004198	0.002656	0.004284	0.00754	0.002056
DDAH2	0.019122	0.026204	0.615439	0.003541	0.038952	0.082861	0.262748	0.053116	0.895892	0.016997	0.184844	0.007082	0.008499	0.252125	0.086402	0.003541	0.002833	1.0	0.019122	0.037535	0.015581	0.095609	0.174221	0.0	0.010623
DDIT4	0.748717	0.079983	0.299908	0.695562	0.006569	0.026945	0.032863	0.007489	0.014258	0.106745	0.624421	0.0	0.053974	0.184053	0.059256	0.190957	0.19425	0.081555	0.011066	1.0	0.040853	0.223819	0.065942	0.013924	0.007472
DDX10	0.76153	0.003375	0.15973	0.148481	0.222722	0.065242	0.607424	0.136108	0.388077	0.017998	0.532058	0.0	0.084364	0.020247	0.005624	0.217098	1.0	0.053993	0.35658	0.044994	0.011249	0.093363	0.008999	0.015748	0.008999
DDX11	0.281775	0.044365	0.291367	0.038369	0.158273	0.0	0.122302	0.069545	0.888489	0.260192	0.064748	0.569544	0.151079	0.10072	0.42446	0.214628	0.290168	1.0	0.625899	0.40048	0.081535	0.061151	0.058753	0.079137	0.053957
DDX27	0.254492	0.0	0.823743	0.024107	0.168524	0.127132	0.879691	0.576757	1.0	0.399136	0.95224	0.011144	0.255856	0.001592	0.107119	0.012963	0.009097	0.010689	0.085285	0.032295	0.015465	0.010234	0.009779	0.012963	0.014783
DDX39A	0.98832	0.0	0.310676	0.131315	0.459763	0.115101	0.276004	0.194201	0.47758	0.387991	0.280584	0.258874	0.402098	0.03568	0.173407	0.570971	0.337608	0.584849	1.0	0.299409	0.002061	0.016993	0.024962	0.617414	0.523932
DDX3Y	0.004528	0.003835	0.308952	0.00342	0.228829	0.177238	0.007436	0.993906	1.0	0.466011	0.618847	0.033474	0.263801	0.01263	0.004181	0.002935	0.402163	0.068792	0.134441	0.563723	0.01263	0.063321	0.012284	0.079041	0.010552
DENND2D	0.61692	0.000431	0.033728	0.000564	0.001028	0.006368	0.119159	0.00514	0.006799	1.0	0.800484	0.000199	0.896694	0.001492	0.000862	0.000199	3.3e-05	0.119258	0.019103	0.002355	0.001128	0.001094	0.000763	0.0	0.001161
DEPDC1	0.214839	0.032926	0.041141	0.032926	1.0	0.038794	0.038794	0.055225	0.100996	0.039967	0.048183	0.406141	0.031752	0.145595	0.032926	0.025884	0.051704	0.018842	0.052877	0.062266	0.044662	0.043488	0.03762	0.031752	0.055225
DEPTOR	0.018651	0.055442	0.015074	0.005876	0.010731	0.011497	0.012008	0.01814	0.125447	0.012775	0.014052	0.005365	0.003321	0.029382	0.007154	0.004854	0.014819	0.0	1.0	0.030915	0.473429	0.034236	0.019928	0.00281	0.013286
DES	0.000591	0.000449	0.000496	0.000455	0.00049	0.000502	0.000514	0.000841	0.000871	0.000526	0.000651	0.000514	0.000455	0.000734	0.000484	0.000484	0.000401	0.000342	0.000645	0.000764	1.0	0.00055	0.000502	0.049148	0.002689
DESI2	0.343158	0.123208	0.091886	0.17337	0.024965	0.030744	0.089112	0.053051	0.175913	0.0497	0.178918	0.001503	0.043689	0.119163	0.138581	0.15638	1.0	0.280051	0.880952	0.066459	0.000231	0.423139	0.0	0.629334	0.514332
DFNA5	1.0	0.037238	0.000417	0.262486	0.002969	0.00151	0.005312	0.004687	0.002239	0.000885	0.000885	0.003594	0.0	0.016249	0.001823	0.02578	0.007291	0.003385	0.009479	0.010833	0.0075	0.084006	0.102651	0.076506	0.006458
DGKA	0.026436	0.012243	0.066249	0.092096	0.008389	0.030971	0.076044	0.029883	0.034735	1.0	0.028976	0.002902	0.751871	0.022219	0.006892	0.002675	0.018773	0.055684	0.016188	0.014964	0.044348	0.029565	0.0	0.012697	0.01578
DHRS9	0.14693	0.149477	0.169849	0.136745	0.14693	0.167302	0.171122	0.314998	0.19786	0.148204	0.172395	0.145657	0.124012	1.0	0.15457	0.144384	0.120193	0.102367	0.206773	0.247516	0.24115	0.167302	0.174942	0.125285	0.19786
DLGAP5	0.887792	0.002896	0.004362	0.004362	0.793692	0.003734	0.003315	0.007397	0.203029	0.00342	0.004466	1.0	0.002059	0.088936	0.031786	0.021947	0.044556	0.191201	0.145355	0.008549	0.006769	0.004362	0.003838	0.025819	0.00342
DNAJC12	0.954845	0.038264	0.028881	0.0324	0.041783	0.020671	0.020085	0.041783	0.078727	0.021258	0.028295	0.027709	0.012461	0.069345	0.035919	1.0	0.79827	0.020085	0.746078	0.188975	0.066999	0.04882	0.182525	0.029468	0.045888
DNAJC6	0.119609	0.002348	0.001957	0.001722	0.379648	0.003444	0.00227	0.004932	0.126654	0.002114	0.004305	0.306849	0.000783	0.007436	0.00274	0.05683	0.006341	0.000157	0.005714	0.008924	0.00728	0.003366	1.0	0.0	0.002583
DNASE1L3	0.01153	0.005472	1.0	0.005399	0.159256	0.006275	0.011749	0.008099	0.008464	0.006056	0.014303	0.004815	0.004085	0.007734	0.005545	0.003939	0.004304	0.003428	0.008245	0.012041	0.008026	0.006785	0.006202	0.00372	0.005983
DNM3	0.00938	0.00398	0.007106	0.00398	0.005117	0.006538	0.006538	0.010802	0.01137	0.006538	0.009096	0.003411	0.003695	0.011939	0.004548	0.002558	0.00199	0.0	0.010802	0.013644	0.008528	0.007675	1.0	0.000853	0.004264
DNMBP	0.298307	0.288967	0.001167	0.214244	0.058377	0.059253	0.206655	0.135143	0.07735	0.011675	0.064507	0.068301	0.0	0.298307	0.30181	0.130181	0.515762	0.123176	1.0	0.844425	0.83275	0.248394	0.157034	0.527145	0.307064
DNPH1	0.299263	0.005247	0.033902	0.021189	0.150439	0.00787	0.054989	0.011502	0.206235	0.009384	0.007971	0.00454	0.007971	0.004944	0.028958	0.022601	0.229442	0.003229	0.033095	1.0	0.005247	0.007063	0.005852	0.0	0.002422
DOCK9	0.204314	0.00689	0.0	0.176417	0.028123	0.01728	0.030156	0.015247	0.007454	0.394963	0.074655	0.054664	0.431105	0.036819	1.0	0.023718	0.051841	0.042015	0.054439	0.090806	0.09171	0.016377	0.444545	0.02993	0.050824
DOK2	0.006133	0.003099	0.04603	0.00244	0.003297	1.0	0.003759	0.377077	0.003825	0.110261	0.804075	0.000132	0.075574	0.007188	0.003363	0.005078	0.000923	0.0	0.00732	0.008969	0.009892	0.004748	0.004352	0.000659	0.005342
DPEP3	0.038041	0.029282	0.022911	0.019726	0.020522	0.023708	0.0253	0.041227	0.05556	0.028485	0.034856	0.014152	0.014948	0.095377	0.020522	0.010966	0.01017	0.002207	0.046801	0.061135	0.051579	0.031671	0.027689	0.772252	1.0
DPP4	0.002648	0.018777	0.168272	0.001926	0.002568	0.00313	0.002969	0.005858	0.005697	0.148532	0.003852	0.002086	0.12815	0.045739	0.002407	0.001284	0.000963	0.0	0.005938	0.007382	0.012518	1.0	0.00321	0.000562	0.002327
DPY19L2P2	0.194902	0.017493	0.02763	0.013269	0.326691	0.035234	0.034389	0.056354	0.355414	0.041147	0.041992	0.026785	0.047906	0.078319	0.026785	0.014958	0.016648	1.0	0.069871	0.080008	0.060578	0.043682	0.038613	0.007355	0.033544
DPYD	0.019615	0.019615	0.036997	0.001942	0.00505	0.763935	0.004078	1.0	0.009322	0.034958	0.021655	0.002428	0.066226	0.014275	0.002719	0.001262	0.001748	0.004661	0.007963	0.010973	0.01107	0.006215	0.004952	0.0	0.003302
DPYSL3	0.029181	0.02017	0.022129	0.019778	0.020954	0.023696	0.022912	0.031532	0.030356	0.023304	0.026438	0.019386	0.017428	1.0	0.021737	0.017036	0.016252	0.012335	0.034274	0.041718	0.033882	0.476196	0.027614	0.014293	0.021345
DSP	0.003384	0.009855	0.003026	1.0	0.002867	0.002987	0.004773	0.003781	0.003701	0.003066	0.003463	0.00251	0.00259	0.0039	0.307069	0.002431	0.002351	0.002073	0.003741	0.004138	0.003225	0.003463	0.031215	0.002193	0.002748
DST	0.00144	0.00074	0.000895	1.0	0.000778	0.001051	0.000973	0.001829	0.00179	0.000934	0.001362	0.000701	0.000506	0.002686	0.000856	0.000506	0.000389	0.0	0.002141	0.002919	0.00218	0.001362	0.001129	3.9e-05	0.000973
