Bleh	CD4.positive..alpha.beta.T.cell	CD14.positive..CD16.negative.classical.monocyte	mature.neutrophil	cytotoxic.CD56.dim.natural.killer.cell	memory.B.cell	CD38.negative.naive.B.cell	macrophage	memory.CD4.positive.alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
CSF3R	0.003824	0.077331	0.540457	0.003859	0.003823	0.004206	0.013606	0.003365	0.0
CST7	0.00116	0.001124	0.007009	0.045176	0.000849	0.00094	0.001075	0.00217	0.02662
CSTA	0.0	0.014096	0.005022	0.000384	0.000264	0.000486	0.012051	0.000396	0.000201
CTDSPL	0.008915	0.017508	0.014248	0.003761	0.002381	0.001339	0.028239	0.006373	0.004326
CTGF	0.00398	3e-06	0.001415	0.001087	0.002962	0.003372	0.0	0.002744	0.002371
CTSG	0.006678	0.007599	0.009684	0.00755	0.0	0.001936	0.006723	0.001221	0.005872
CTSK	0.003732	0.004228	0.004165	0.003318	0.003327	0.003723	0.048008	0.003543	0.003318
CTSW	0.001406	0.000256	0.000147	0.047705	0.000188	0.000215	0.0	0.004443	0.034017
CUTC	0.030999	0.017111	0.02689	0.024693	0.027855	0.023878	0.012195	0.0265	0.025665
CX3CR1	0.000533	0.003253	0.001141	0.022544	0.000515	0.000495	0.0	0.00061	0.003427
CXADR	0.062146	0.0	0.006165	0.043774	0.055251	0.055504	0.071634	0.058691	0.059143
CXCL1	0.000287	0.000894	0.005135	0.0	1.3e-05	0.000137	0.000517	0.000101	0.000147
CXCL10	0.023164	0.049197	0.033845	0.03049	0.034934	0.029956	0.035158	0.002872	0.0
CXCL2	0.003933	0.05406	0.006275	0.004399	0.0	0.004773	0.005566	0.000647	0.001171
CXCL3	0.002241	0.012333	0.003891	0.0	9.1e-05	0.000828	0.00331	0.000547	0.000889
CXCL6	0.000242	0.000883	0.001617	0.0	3.4e-05	0.000298	0.000227	0.00017	0.000281
CXCR4	0.035661	0.005982	0.021937	0.014572	0.024511	0.035028	0.001841	0.026189	0.022815
CXCR5	0.002095	0.000142	0.003277	0.001497	0.042221	0.057914	0.0	0.004328	0.003284
CYB5R2	0.0	0.0097	0.008699	0.006917	0.014809	0.003276	0.009057	0.003428	0.006074
CYBB	0.003133	0.097956	0.006401	0.003602	0.033545	0.034282	0.066064	0.003084	0.0
CYLD	0.373686	0.084109	0.113663	0.073172	0.10074	0.142745	0.025302	0.252126	0.145278
CYR61	0.010532	0.000274	0.00187	0.003042	0.007039	0.010493	0.001741	0.008763	0.005281
CYTH4	0.039726	0.065761	0.32264	0.052541	0.042322	0.024481	0.076622	0.020528	0.04737
CYTL1	0.005514	0.006264	0.00177	0.006867	0.003566	0.00259	0.010902	0.003819	0.0
DAAM2	0.000132	0.0	0.012875	0.002973	0.002504	0.002365	0.005762	0.004368	0.004021
DBNDD2	0.005461	0.005311	0.004794	0.005256	0.003891	0.004193	0.006365	0.00498	0.004848
DCP2	0.090345	0.175051	0.33345	0.054675	0.08243	0.066318	0.053729	0.071135	0.063224
DCPS	0.004458	0.00565	0.003693	0.008326	0.0075	0.005325	0.004252	0.006641	0.007581
DCUN1D1	0.005435	0.005874	0.009075	0.004962	0.003903	0.00333	0.006354	0.00463	0.004179
DDAH2	0.010557	0.030684	0.052643	0.047715	0.125413	0.033369	0.062853	0.013907	0.018095
DDIT4	0.110678	0.117473	0.096479	0.402556	0.151383	0.051179	0.064118	0.46538	0.142593
DDX10	0.025474	0.012909	0.005483	0.019725	0.02901	0.027458	0.008262	0.023777	0.026503
DDX11	0.177434	0.073053	0.053088	0.097949	0.142248	0.150198	0.071285	0.102712	0.133053
DDX27	0.055272	0.032142	0.027966	0.043321	0.093083	0.071629	0.025695	0.051278	0.047358
DDX39A	0.096156	0.069104	0.029082	0.118495	0.186252	0.158231	0.044962	0.124017	0.116056
DDX3Y	0.122024	0.080863	0.066274	0.026991	0.005586	0.007129	0.012898	0.0	0.091699
DENND2D	0.029623	0.001757	0.002115	0.037772	0.003115	0.006663	0.019548	0.013635	0.02417
DEPDC1	0.012907	0.0	0.020426	0.018646	0.015051	0.017062	0.025308	0.014617	0.016324
DEPTOR	0.01079	0.008054	0.004478	0.007593	0.005456	0.006498	0.008608	0.010315	0.00972
DES	0.000211	0.000437	0.000192	5.6e-05	0.000224	0.0002	0.000287	0.000257	0.0
DESI2	0.022076	0.023374	0.025617	0.026924	0.022746	0.02518	0.026815	0.024914	0.025164
DFNA5	0.004205	0.006507	0.002	0.004584	0.007797	0.007876	0.033127	0.005069	0.00425
DGKA	0.67921	0.042292	0.05711	0.027347	0.11451	0.149098	0.016209	0.351806	0.187433
DHRS9	0.0	0.161513	0.279957	0.0738	0.134274	0.127565	0.481829	0.080782	0.081379
DLGAP5	0.001375	0.001562	0.00292	0.002399	0.000741	0.0	0.003169	0.00141	0.002
DNAJC12	0.026625	0.009047	0.011958	0.02116	0.0	0.03074	0.041916	0.027185	0.023441
DNAJC6	0.003841	0.001904	0.003168	0.001668	0.002181	0.002736	0.002729	0.003357	0.004041
DNASE1L3	0.002795	0.003703	0.003664	0.0	0.005462	0.005938	0.004404	0.003143	0.002262
DNM3	0.005337	0.004248	0.004073	0.003553	0.003452	0.003917	0.003826	0.004239	0.003348
DNMBP	0.193572	0.227099	0.23942	0.209869	0.216581	0.228502	0.179766	0.184415	0.19881
DNPH1	0.005759	0.005725	0.002309	0.004466	0.018751	0.007386	0.031218	0.009047	0.007574
DOCK9	0.428828	0.07703	0.091258	0.134198	0.108341	0.101193	0.07011	0.386223	0.296415
DOK2	0.008136	0.061378	0.003866	0.122717	0.003902	0.002665	0.006311	0.059753	0.062568
DPEP3	0.007087	0.008389	0.046341	0.007556	0.011688	0.014793	0.002224	0.0	0.003236
DPP4	0.024459	0.001653	0.000516	0.001222	0.002196	0.000519	0.00346	0.031247	0.012526
DPY19L2P2	0.033911	0.0	0.021876	0.025211	0.02955	0.02932	0.00543	0.029645	0.032038
DPYD	0.040466	0.133816	0.047241	0.015478	0.007287	0.012261	0.031414	0.026003	0.019244
DPYSL3	0.013399	0.006875	0.0	0.001903	0.010301	0.009832	0.01874	0.004758	0.005719
DSP	0.001193	0.001	0.0023	0.0	0.002932	0.003988	0.003209	0.002133	0.001965
DST	0.00095	0.002114	0.000186	0.000832	0.000667	0.000419	0.002818	0.000985	0.000255
DTL	0.000602	0.000743	0.00201	0.002569	0.000863	0.000529	0.00267	0.001655	0.001837
DTYMK	0.009255	0.008698	0.00335	0.015321	0.011877	0.011224	0.01834	0.012956	0.013197
DUSP13	0.019439	0.006384	0.034504	0.001348	0.012442	0.021827	0.037854	0.000337	0.0
DUSP22	0.033428	0.05633	0.04645	0.040477	0.081399	0.075742	0.030448	0.032958	0.035005
DUSP3	0.207261	0.392119	0.249039	0.204735	0.212977	0.207542	0.502864	0.209883	0.207066
DUSP5	0.001622	0.00207	0.001806	0.001803	0.001896	0.002007	0.002265	0.006409	0.00224
DUT	0.027115	0.007335	0.005372	0.009645	0.018507	0.013518	0.008912	0.021021	0.02314
E2F5	0.009727	0.003545	0.0	0.011792	0.09949	0.078795	0.004309	0.00617	0.006373
EBI3	0.001912	0.003365	0.0	0.003372	0.005754	0.004553	0.002771	0.00181	0.00253
ECE1	0.193814	0.271434	1.0	0.12781	0.305612	0.146076	0.136407	0.319348	0.160977
EDAR	0.05327	0.014211	0.0	0.010921	0.022574	0.019624	0.013471	0.037533	0.0319
EDEM1	0.119893	0.067384	0.06486	0.048087	0.083459	0.164555	0.059683	0.081232	0.063812
EDN1	0.003404	0.002216	0.004179	0.000927	0.002519	0.002369	0.0	0.000437	0.000538
EFEMP1	0.009094	0.001092	0.004234	0.002745	0.000955	0.005151	0.002191	0.00339	0.003448
EFHD1	0.007019	0.001367	0.005211	0.005936	0.0	0.004445	0.003987	0.006744	0.006402
EGR1	0.000802	0.053932	0.003505	0.001548	0.003463	0.002028	0.001413	0.001164	0.001215
EIF5A	0.659437	0.699825	0.099297	0.962544	1.0	0.759175	0.608316	0.951706	0.873675
ELANE	0.001354	0.001792	0.002155	0.000478	0.001164	0.0	0.001165	0.000177	0.001284
ELL3	0.041918	0.03052	0.032881	0.027184	0.06339	0.093796	0.035107	0.039953	0.028036
ENO2	0.009356	0.004375	0.004557	0.005802	0.007784	0.005792	0.006423	0.008929	0.008932
ENO3	0.00044	0.000231	0.000241	0.000288	0.000302	0.000229	0.000187	0.000304	0.000289
ENOSF1	0.120303	0.039889	0.028027	0.04943	0.040933	0.026487	0.104017	0.060046	0.06578
ENPP2	0.014038	0.012277	0.013368	0.00949	0.012885	0.010839	0.011102	0.012345	0.011511
ENTPD1	0.000896	0.055279	0.127627	0.000638	0.017018	0.033488	0.019792	0.003266	0.002503
EPB41L3	0.029213	0.108498	0.025123	0.018865	0.021404	0.0	0.042686	0.024894	0.011182
EPHB6	0.075608	0.050711	0.055246	0.040979	0.065307	0.052423	0.047545	0.060597	0.047023
EPHX1	0.060311	0.074901	0.064859	0.062867	0.062941	0.065089	0.09539	0.058687	0.060933
EPOR	0.003212	0.004784	0.010208	0.004581	0.003276	0.00279	0.004153	0.004909	0.004754
EPS8L2	0.01149	0.003645	0.009941	0.013886	0.017443	0.009431	0.01345	0.017779	0.014878
ERAP2	0.074971	0.013073	0.008475	0.067754	0.100592	0.059866	0.008689	0.01122	0.012192
EREG	0.016373	0.150625	0.020679	0.016502	0.013765	0.017797	0.018638	0.00049	0.0
ERI2	0.007755	0.010679	0.008422	0.009002	0.006892	0.007325	0.016303	0.007438	0.009065
ERMAP	0.004748	0.007574	0.006805	0.004308	0.004367	0.004562	0.004702	0.004558	0.004412
ESPL1	4.6e-05	0.001417	0.001797	0.001178	0.0	0.001038	0.001388	0.001095	0.000352
EVL	0.864316	0.051253	0.036677	0.440558	0.298015	0.413722	0.386475	0.473808	0.471648
EXOSC7	0.097221	0.076195	0.061721	0.088165	0.090998	0.085997	0.090362	0.094002	0.094222
EXTL2	0.005542	0.003638	0.001798	0.00692	0.006017	0.004733	0.008673	0.004425	0.006445
EZR	0.032961	0.030655	0.009266	0.043555	0.24094	0.208056	0.024848	0.119106	0.136241
F2R	0.016173	0.014587	0.013952	0.120751	0.006168	0.003591	0.00915	0.025327	0.071167
F3	0.0	0.011586	0.007405	0.004655	0.001643	0.005985	0.010414	0.00588	0.004749
F5	0.014896	0.023537	0.032317	0.0	0.00546	0.010451	0.00969	0.015353	0.011536
FA2H	0.005416	0.0	0.003016	0.003195	0.008297	0.001232	0.007949	0.007139	0.006869
FABP3	0.0	0.013663	0.028984	0.032494	0.030508	0.019848	0.460812	0.032099	0.026184
FABP4	0.00082	0.0	0.00043	0.000524	0.000688	0.000482	0.02295	0.000523	0.000609
FADS3	0.074224	0.080051	0.084083	0.078307	0.218444	0.205134	0.090513	0.080819	0.080954
FAM114A1	0.006096	0.008457	0.009138	0.0	0.006789	0.006939	0.009171	0.004873	0.004861
FAM136A	0.117807	0.104659	0.068296	0.122118	0.127335	0.114122	0.111452	0.107769	0.110397
FAM171A1	0.021624	0.004886	0.011417	0.018519	0.004256	0.016852	0.007837	0.02142	0.021571
FAM208B	0.317092	0.090108	0.063354	0.150996	0.203863	0.223016	0.049776	0.157425	0.179945
FAM216A	0.011393	0.007963	0.009069	0.007264	0.011264	0.011652	0.005553	0.008603	0.007963
FAM46A	0.023094	0.042893	0.041076	0.029936	0.020771	0.029021	0.034844	0.019032	0.022379
FAM65B	0.105808	0.029708	0.159366	0.048713	0.080027	0.081526	0.000103	0.064205	0.062492
FAM86C1	0.157284	0.117341	0.0	0.137788	0.142983	0.144308	0.138875	0.149781	0.140238
FANCA	0.002859	0.01215	0.023813	0.017415	0.01743	0.017227	0.014369	0.006399	0.011051
FANCE	0.006412	0.00489	0.004915	0.008988	0.010623	0.008584	0.043028	0.010118	0.008186
FANCI	0.003656	0.003	0.004353	0.005593	0.002898	0.002663	0.002925	0.004251	0.004306
FANCL	0.021023	0.021186	0.029635	0.024083	0.036445	0.031464	0.0221	0.022796	0.026066
FASN	0.004799	0.004494	0.003492	0.005664	0.00469	0.004391	0.005317	0.006449	0.006071
FASTKD1	0.026941	0.022131	0.010298	0.01927	0.019928	0.01817	0.031393	0.025033	0.022409
FAT1	0.00744	0.003435	0.004586	0.0	0.015884	0.014209	0.017071	0.009651	0.012872
FAXDC2	0.000792	0.00244	0.001332	0.001052	0.001292	0.000907	0.002121	0.00097	0.000525
FBLN2	0.004164	0.004397	0.0	0.004873	0.006644	0.005603	0.003865	0.000592	0.004797
FBLN5	0.011966	0.000995	0.007266	0.008101	0.005874	0.006477	0.006902	0.011507	0.010563
FBN1	0.000512	9.1e-05	0.000839	0.000421	0.000359	0.000203	0.000155	0.000152	0.000456
FBP1	0.002707	0.009586	0.003227	0.003057	0.000936	0.00208	0.135038	0.001139	0.001471
FBXO2	0.017206	0.00541	0.011724	0.018181	0.019381	0.017168	0.009381	0.017775	0.017117
FCER1A	0.002302	0.003953	0.002343	0.002357	0.002281	0.0	0.001773	0.001955	0.000259
FCER1G	0.004878	0.139084	0.071406	0.099846	0.004016	0.004449	0.147866	0.003758	0.00356
FCER2	0.002318	0.005381	0.005108	0.003947	0.018884	0.124211	0.004795	0.0	0.002758
FCGR1A	0.0	0.030518	0.029327	0.006671	0.005492	0.00209	0.049676	0.005525	0.006071
FCGR1B	0.0	0.01294	0.031196	0.006118	0.004643	0.00175	0.010746	0.005108	0.005147
FCGR2A	0.0	0.089108	0.469565	0.003614	0.004282	0.003112	0.015325	0.0009	0.002105
FCGR2B	0.000561	0.01572	0.035843	0.007368	0.164756	0.077743	0.010442	0.001493	0.004814
FCGR3A	0.000184	0.001218	0.032668	0.033706	0.000297	0.000323	0.000825	0.0	0.001288
FCGR3B	0.000505	0.001036	0.138766	0.001297	0.000747	0.000117	0.000716	0.0	0.000871
FCHSD2	0.007991	0.008262	0.01349	0.004815	0.024497	0.061777	0.004478	0.005045	0.005324
FCN1	0.0	0.033872	0.003347	7.6e-05	5.4e-05	9.1e-05	0.000205	3e-05	6e-06
FCRL2	0.00761	0.007567	0.008705	0.008306	0.078938	0.101099	0.005338	0.0	0.007019
FECH	0.001732	0.002116	0.001272	0.002851	0.00165	0.001548	0.00397	0.001831	0.002088
FEN1	0.001866	0.001584	0.001675	0.00364	0.002633	0.002305	0.002812	0.002494	0.002424
FEZ1	0.003252	0.003617	0.003144	0.008524	0.003114	0.002406	0.002925	0.003341	0.004242
FGFR2	0.00641	0.009575	0.013003	0.014546	0.0	0.00389	0.002735	0.015817	0.018041
FGL2	0.000751	0.039415	0.026273	0.002235	0.0014	0.000588	0.001163	0.000818	0.000787
FGR	0.000304	0.036718	0.049515	0.031876	0.007414	0.009522	0.030568	0.000409	0.007082
FHL1	0.02511	0.019554	0.013159	0.02009	0.022104	0.022001	0.038244	0.033462	0.022698
FHL3	0.009399	0.029888	0.061821	0.037478	0.001195	0.007536	0.020733	0.008664	0.011807
FKBP9	0.026229	0.032761	0.035871	0.025659	0.024863	0.028235	0.040232	0.023004	0.0
FLT3	0.009462	0.0174	0.013386	0.0	0.011707	0.009763	0.006565	0.003124	0.002038
FLT3LG	0.084779	0.003501	0.003886	0.006066	0.004319	0.004271	0.00136	0.069958	0.023934
FN1	0.011143	0.009556	0.000603	0.0083	0.009662	0.00851	0.032206	0.007595	0.008613
FNIP1	0.015962	0.025751	0.107703	0.014566	0.017624	0.038849	0.019411	0.012488	0.012623
FOLR3	0.0	0.053782	0.067196	0.013388	0.018044	0.020049	0.02439	0.015451	0.015085
FOS	0.0863	0.591444	0.671003	0.149771	0.086399	0.112397	0.017982	0.250689	0.131189
FOSB	0.000397	0.003176	0.001173	0.00074	0.002914	0.001124	4.7e-05	0.002423	0.002198
FOSL1	0.0	0.012986	0.012083	0.006568	0.007466	0.008593	0.008994	0.006594	0.006032
FRAT1	0.004829	0.007984	0.035902	0.008941	0.005961	0.005879	0.003967	0.006731	0.008394
FRAT2	0.003153	0.009915	0.12264	0.006447	0.003432	0.003327	0.004516	0.003981	0.005432
FSCN3	0.002078	0.001848	0.005165	0.002688	0.003285	0.002809	0.000572	0.002766	0.002449
FSTL1	0.008981	0.008501	0.006389	0.007158	0.007575	0.008528	0.008059	0.002235	0.007243
FUT7	0.0	0.009045	0.02528	0.010063	0.00716	0.004478	0.002918	0.012018	0.007286
FXYD1	0.00772	0.006804	0.0	0.007347	0.011521	0.009439	0.00978	0.011589	0.009372
FXYD2	0.010661	0.006286	0.001644	0.0	0.005296	0.006976	0.009247	0.007811	0.016025
G0S2	0.00205	0.129828	0.197594	0.003634	0.003152	0.003885	0.004542	0.003855	0.001907
GADD45B	0.126193	1.0	0.431372	0.278112	0.259577	0.171836	0.129686	0.276266	0.235592
GALNT12	0.023075	0.002458	0.0	0.018106	0.01673	0.014627	0.167196	0.02157	0.018881
GALNT2	0.021359	0.04374	0.031542	0.03283	0.027486	0.03778	0.046653	0.022535	0.023971
GALNT3	0.007105	0.014545	0.019964	0.014885	0.008334	0.010697	0.004665	0.006571	0.010458
GAMT	0.039787	0.026467	0.012923	0.038035	0.038661	0.038388	0.032906	0.040602	0.038976
GAS6	0.004517	0.006764	6.3e-05	0.001739	0.004255	0.00437	0.004075	0.00533	0.005643
GBP1	0.014981	0.07353	0.0712	0.01064	0.004385	0.004385	0.006288	0.016927	0.031044
GCA	0.012629	0.122782	0.686806	0.010134	0.019117	0.022416	0.028148	0.011722	0.011415
GCAT	0.086421	0.037929	0.081496	0.053622	0.042689	0.031512	0.045237	0.066912	0.043174
GCSH	0.100099	0.091549	0.095543	0.101196	0.102087	0.098614	0.120201	0.094542	0.098872
GEMIN2	0.142418	0.118776	0.086671	0.132564	0.135878	0.133352	0.116492	0.129336	0.134841
GFPT2	0.004546	0.0	0.002212	0.006466	0.000997	0.006439	0.005304	0.006099	0.007645
GID4	0.008518	0.009039	0.01118	0.00929	0.009037	0.008962	0.008955	0.008712	0.008937
GINS1	0.00057	0.0	0.000446	0.001786	0.001638	0.001107	0.003744	0.000813	0.001539
GINS2	0.001841	0.0	0.001559	0.00228	0.002513	0.002161	0.002564	0.001457	0.001521
GJA1	0.017127	0.000626	0.012887	0.012765	0.015006	0.014691	0.010699	0.012464	0.012464
GNA15	0.002028	0.024365	0.010003	0.001201	0.000207	0.001957	0.014171	0.00993	0.003002
GNG11	0.007959	0.009042	0.004388	0.005814	0.011045	0.007891	0.005044	0.00727	0.004622
GNLY	0.000198	0.000192	0.00019	0.023039	0.000167	0.000177	0.0	0.000239	0.005176
GOLGA8B	0.306359	0.008446	0.008853	0.021621	0.053784	0.06466	0.007701	0.058671	0.054779
GPD1	0.001243	0.0	0.002586	0.000179	0.002096	0.002059	0.011861	0.000524	0.000329
GPD1L	0.128419	0.113341	0.100447	0.120615	0.10643	0.107838	0.105834	0.135787	0.133377
GPM6A	0.011354	0.012818	0.0	0.01983	0.061192	0.026982	0.006874	0.010617	0.009489
GPNMB	0.00089	0.003298	0.001693	0.0	0.002664	0.002859	0.278597	0.002502	0.002312
GPR171	0.025574	0.01188	0.014257	0.016748	0.011719	0.013782	0.0	0.047656	0.054821
GPR18	0.003328	0.001349	0.001317	0.00299	0.010759	0.007378	0.0	0.002295	0.002656
GPR65	0.002532	0.005274	0.007713	0.024388	0.003641	0.003149	0.003524	0.006155	0.010146
GPRASP1	0.065514	0.006587	0.009065	0.011626	0.01564	0.0155	0.005723	0.019648	0.015314
GPX3	0.015555	0.028796	0.035795	0.023798	0.025765	0.022726	0.041785	0.024806	0.024165
GRB10	0.095192	0.099019	0.125838	0.060461	0.065978	0.06408	0.115112	0.084551	0.066663
GREM1	0.000893	0.000713	0.001871	0.0	0.001167	0.001976	0.002901	0.000671	0.001006
GRHPR	0.021052	0.029862	0.015431	0.040641	0.069468	0.040155	0.045029	0.027869	0.026891
GSE1	0.060769	0.081794	0.090385	0.100574	0.086818	0.091383	0.069257	0.064754	0.085497
GSG1	0.003168	0.000558	0.004343	0.0	0.005086	0.005142	0.006471	0.004665	0.003207
GSTM3	0.012741	0.009159	0.00976	0.010125	0.00852	0.008293	0.010516	0.009662	0.011137
GUSBP11	0.102885	0.077701	0.110408	0.074895	0.079911	0.080694	0.066344	0.074007	0.071861
GUSBP3	0.122034	0.084967	0.101318	0.09547	0.101511	0.141177	0.054754	0.083184	0.092926
GYPE	0.004237	0.001766	0.0	0.004531	0.005629	0.004887	0.002792	0.002343	0.00272
GZMA	0.001041	0.000763	0.000704	0.050361	0.000684	0.000636	0.0	0.006144	0.034831
GZMB	0.000344	0.000395	0.000322	0.067375	0.000394	0.000354	0.0	0.000255	0.011734
GZMH	0.002738	0.00268	0.002057	0.067847	0.002391	0.002162	0.0	0.003145	0.065715
GZMK	0.006645	0.005176	0.004829	0.007209	0.003444	0.0	0.002309	0.02113	0.114654
GZMM	0.015531	0.006066	0.007444	0.226471	0.005403	0.005206	0.0	0.051679	0.160723
H2AFZ	0.490705	0.420417	0.640113	0.564412	0.485608	0.30059	0.887114	0.705452	0.601649
HAUS3	0.025769	0.007579	0.013087	0.010422	0.009008	0.00874	0.007688	0.020698	0.013165
HAUS6	0.229153	0.168009	0.177905	0.188745	0.164521	0.180893	0.16165	0.19517	0.19772
HBA1	0.051788	0.050192	0.060623	0.054655	0.04811	0.050617	0.043767	0.045401	0.048291
HBA2	0.049877	0.049877	0.062751	0.049805	0.042112	0.029132	0.006294	0.034538	0.045229
HBB	0.023157	0.023446	0.02987	0.020285	0.021779	0.022691	0.018006	0.01926	0.019605
HBG1	0.00021	0.000148	0.000179	7.4e-05	0.00014	0.000144	0.0	8e-05	0.000162
HBG2	0.000402	0.000177	0.00018	0.000147	0.000123	0.000172	5.6e-05	0.0	4.4e-05
HBQ1	0.004709	0.005945	0.0	0.008897	0.005833	0.000914	0.002083	0.003679	0.004416
HCAR3	0.000801	0.005673	0.01636	0.002714	0.002237	0.003131	0.003524	0.0	0.002078
HCK	0.000144	0.040673	0.074119	0.00045	0.004944	0.001533	0.015482	0.000152	0.000189
HDDC2	0.251915	0.219073	0.179014	0.581341	0.26733	0.236755	0.313921	0.292665	0.286223
HEBP1	0.014483	0.016606	0.015926	0.01396	0.014472	0.014391	0.019581	0.014302	0.013547
HECA	0.177653	0.060441	0.108325	0.058136	0.041539	0.04863	0.029407	0.203236	0.12662
HIC2	0.009553	0.00999	0.009814	0.006366	0.008508	0.008287	0.009003	0.008245	0.00693
HIP1R	0.058786	0.012447	0.017914	0.032457	0.26644	0.334924	0.00784	0.03027	0.031591
HIST1H1C	0.255594	0.065105	0.070504	0.286993	0.234237	0.227826	0.108072	0.256995	0.263584
HIST1H2AC	0.055073	0.025663	0.223923	0.16181	0.10925	0.076314	0.04356	0.155016	0.126245
HIST1H2BD	0.254174	0.030529	0.033483	0.308974	0.228901	0.197737	0.072813	0.324709	0.319846
HIST1H2BH	0.024332	0.022228	0.019411	0.278532	0.076974	0.033069	0.097958	0.044002	0.083086
HIST1H2BK	0.071854	0.062824	0.032766	0.229187	0.182873	0.138818	0.108495	0.140263	0.167245
HIST1H3H	0.006354	0.003719	0.003913	0.066896	0.050417	0.009433	0.00792	0.055737	0.060624
HIST2H2BE	0.607139	0.172732	1.0	0.527009	0.497508	0.44639	0.214272	0.483446	0.55608
HJURP	0.037365	0.031579	0.040488	0.04141	0.028527	0.0	0.04379	0.038826	0.038025
HK3	2e-05	0.018152	0.004303	0.000313	0.000177	0.000411	0.027774	0.0	0.000195
HLA-DMA	0.00153	0.019283	0.001999	0.001598	0.028686	0.033288	0.008198	0.001523	0.002374
HLA-DMB	0.016662	0.273468	0.020107	0.019456	0.373445	0.433993	0.220112	0.016624	0.02537
HLA-DOB	0.000802	0.00078	0.001262	0.000535	0.025033	0.034462	0.0	0.000381	0.000417
HLA-DPB1	0.024254	0.258704	0.019911	0.033755	0.411928	0.396923	0.044497	0.033248	0.137869
HLA-DQA1	0.0007	0.014716	0.000525	0.000701	0.02848	0.030223	0.003015	0.000844	0.001663
HLA-DQA2	0.001203	0.001666	0.0	0.001208	0.010164	0.009152	0.001645	0.001203	0.001893
HLA-DQB1	0.011455	0.467329	0.021831	0.015103	0.29513	0.230836	0.022235	0.014097	0.028635
HLTF	0.042157	0.034385	0.030828	0.043774	0.041039	0.040253	0.042289	0.039857	0.043442
HMBS	0.000616	0.000626	0.000357	0.00061	0.000668	0.000679	0.00061	0.000615	0.000624
HMGA1	0.012144	0.009268	0.006065	0.00766	0.011855	0.008409	0.026672	0.012761	0.01002
HMGB3	0.001959	0.004234	0.001972	0.0	0.001035	0.000551	0.004613	0.00216	0.001608
HMGCS1	0.01212	0.013228	0.019525	0.015928	0.014767	0.016764	0.020225	0.011384	0.010694
HMOX1	0.0005	0.050136	0.009873	0.004206	0.007956	0.00171	0.050491	0.000396	0.0
HOMER1	0.211451	0.106943	0.166549	0.20334	0.261734	0.22	0.20885	0.198725	0.206691
HOPX	0.01119	0.009455	0.008966	0.197801	0.010674	0.012108	0.00892	0.04075	0.066744
HOXA10	0.02286	0.026241	0.024268	0.032994	0.026643	0.020176	0.022584	0.0	0.025916
HOXA5	0.009802	0.012858	0.021904	0.014022	0.000857	0.001478	0.014341	0.0	0.004781
HOXB2	0.070049	0.056128	0.0	0.084937	0.011706	0.056768	0.046064	0.06832	0.060503
HSPA1L	0.005549	0.004434	0.007667	0.005931	0.003899	0.003129	0.002572	0.006457	0.005931
HSPA2	0.013333	0.014199	0.016868	0.01525	0.015235	0.014432	0.013639	0.014886	0.014128
HSPB1	0.093854	0.084804	0.066472	0.085209	0.087122	0.087122	0.282611	0.099968	0.090452
HSPB7	0.0	0.001217	0.00556	0.002283	0.005311	0.004678	0.009377	0.001535	0.003208
HSPG2	0.022436	0.010973	0.0	0.006548	0.021077	0.005205	0.017867	0.013922	0.006214
HTRA1	0.022296	0.026992	0.017826	0.022397	0.007274	0.019088	0.058146	0.022078	0.023788
HYAL2	0.008175	0.072565	0.111613	0.044106	0.033477	0.006466	0.155442	0.029948	0.035391
ICAM4	0.000325	0.00613	0.006188	0.000624	0.001164	0.0	0.004607	0.002165	0.000885
ICK	0.201374	0.180865	0.189651	0.206238	0.180865	0.192012	0.156	0.180865	0.182859
ID1	0.020068	0.034368	0.025489	0.022102	0.021599	0.017856	0.016766	0.022998	0.020931
ID3	0.040602	0.038212	0.038212	0.030101	0.110084	0.059957	0.038211	0.037644	0.035867
IDH3A	0.024791	0.025233	0.012896	0.017188	0.029203	0.025347	0.023568	0.018505	0.019782
IER3	0.003086	0.085058	0.015173	0.00298	0.002397	0.002732	0.005113	0.002879	0.002939
IFI30	0.00463	0.305722	0.076477	0.006062	0.039703	0.009735	0.384686	0.005407	0.005539
IFI44L	0.003332	0.006451	0.014558	0.002079	0.004616	0.005783	0.001594	0.005806	0.002545
IFT57	0.030512	0.018264	0.020312	0.020558	0.117419	0.169142	0.01581	0.030068	0.024072
IFT88	0.0138	0.011445	0.016898	0.01128	0.012874	0.016765	0.009327	0.011543	0.010857
IGF2BP2	0.004596	0.008945	0.006118	0.006311	0.0	0.003431	0.007947	0.001586	0.004012
IGF2BP3	0.001013	0.002247	0.002497	0.000499	0.001336	0.001521	0.00197	0.000801	0.0
IGFBP2	0.00403	0.006825	0.000805	0.004597	0.002723	0.002445	0.005918	0.000629	0.000785
IGFBP3	0.005329	0.004159	0.003612	0.005029	0.004188	0.003805	0.0	0.006074	0.006597
IGFBP4	0.020876	0.017556	0.002473	0.019837	0.019094	0.024335	0.017933	0.02218	0.023624
IGFLR1	0.005513	0.006984	0.007016	0.007023	0.018991	0.009023	0.004267	0.006435	0.005714
IGLL5	0.012606	0.006924	0.001878	0.009103	0.037627	0.102058	0.0	0.001747	0.001604
IGSF6	0.00073	0.064187	0.110375	0.002282	0.001237	0.001439	0.163655	0.00106	0.001473
